,Job Title,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
394,Data Engineer,"As a Data Engineer, you will work on cutting edge, petabyte scale Hadoop eco system to ingest raw data and transform it, in to a usable and consumable information for various operational and advanced analytics purpose.

You will ...
Build, test & maintain enterprise data lake and data pipelines
Work with analytics partners to deploy scalable data pipelines for analytical needs
Adher to the plan and quality needs of data solutions to various business problems
‪Explore and establish new technologies, tools and new ways of solving problems
Adapt to competing demands and step outside comfort zone
You will have
Engineering degree in Computer Science or related technical field, or equivalent practical experience.
3-5 years of DW/BI/Analytics/IT experience with 2+ years of experience in building data processing applications using Hadoop, Spark and NoSQL DB and Hadoop streaming.
Experience in one or more programming languages like Java, Scala or Python and in unix scripting.
Experence in using query languages/tools such as SQL, Hive, Sqoop and SparkSQL.
Experience in using tools like Jenkins for CI, Git for version Control and Jira for planning and execution.
Good understanding of data modelling & ETL concepts.
Exposure to cloud based bigdata environments will be a plus
Strong problem-solving, communication and articulation skills
Job Types: Full-time, Temporary

Experience:
total work: 3 years (Required)
Work Remotely:
Yes",3.9,"Infometry Inc.
3.9",Bengaluru,"Fremont, CA",51 to 200 employees,2010,Company - Private,IT Services,Information Technology,₹100 to ₹500 million (INR),-1
395,Team Lead/ Sr.Master Data Analyst,"Verdantis project implementation and delivery team is responsible for end to end life-cycle of complex material master data management projects. Our diversely experienced team of engineers is backed by our industry leading data management applications. We deliver to our client the best of automated data processing combined with machine learning added by our data analysts. We are looking for candidates who are passionate about technical know how from the world of engineering combined with mindset of a data analyst.

Job Responsibilities:
Processing and analyzing material master data as per project parameters such as timelines and quality assurance
Identification of product/material from textual descriptions for categorization
Identification of technical specifications for standard MRO categories e.g. Motors, Pumps, Bearings, Gears, etc.
Data modelling of Verdantis data management applications as per clients master data
Quality check automated results and make corrections to meet overall quality assurance
Tracking project progress with various project management methods such as Daily Status Meetings, 1-1 meetings with managers, Daily/Weekly/Monthly Targets, Problem Solving/Brainstorming Sessions, etc.
Documentation of key decisions and communications with meeting minutes and status reports
Perform in collaborative organizational structure ensuring right authority is updated with accurate status on timely manner
Identify opportunities to enhance process efficiency and automation
Evaluate/recommend emerging technologies that may contribute to our analytical platform
Understand and resolve client issues on material data, structure or processes
Requirements
BE: Mechanical /Production /Electrical/ Electronics & Telecommunication
3years -5years of industry experience
Basic technical knowledge from engineering background
Thoroughness with previous job - Knew what he/she did?
Good communication skills - written and spoken
Well versed in his/her area of interest
Strong collaborative mindset
Good presentation skills
Flexible to perform under dynamic project requirements
Problem solving and analytical skills
Well versed with common computer programs such as Word, Excel, PowerPoint, etc.
Taking initiatives and ownership
Company Profile

Website – http://www.verdantis.com

Email ID – careers@verdantis.com

Benefits

Benefits

About Verdantis

Headquartered in Princeton, NJ, Verdantis is the first to offer Master Data Management solutions that bring true ROI and Business value by focusing on the business use and application of organizational Master Data. Verdantis uniquely offers end-to-end automated ERP MDM solutions driven by our suite of Artificial Intelligence (AI) based software solutions. Our easy to use solutions are easily configured to fit enterprise requirements for Fortune 500 companies.

Our Products are built around an intuitive user experience, leveraging a comprehensive knowledge base, robust Artificial Intelligence technology, encapsulates industry's best-of-breed processes and methodologies.

Several of Fortune 500 companies have chosen Verdantis’ solutions for the following reasons:
In-depth industry and domain expertise with a robust implementation methodology
Ability to ensure semantic and structural data integrity and quality
End-to-end solution for Data Governance renowned by leading market Analysts",4.0,"Ultria
4.0",Mumbai,"Princeton, NJ",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
396,Machine Learning Engineer,"Bachelor's degree in Computer Science/IT/ or higher

Minimum of 1.5 years of professional experience in Machine Learning/Data Science is required

Experience should include all areas of Data Science/Machine Learning like Data Analysis, building models for prediction, NLP, Deep Learning and Image Processing

Experience of programming languages Like Python, C++,MySQL is required

Knowledge of data base systems is required

Problem solving, Analytical, programming, debugging, and design skills are desired

Knowledge of modern machine learning algorithms must

Should be able to work in any area of machine learning like regression modelling, NLP, Image, Deep Learning.

Job Type: Full-time

Salary: ₹200,000.00 to ₹300,000.00 /year",5.0,"eInvenSys
5.0",Ahmedabad,"Milpitas, CA",1 to 50 employees,-1,Other Organisation,-1,-1,Unknown / Non-Applicable,-1
397,Risk Analytics - Machine Learning Engineer,"About this Opportunity

The incumbent will be responsible for studying data, discovering the information hidden and help making smarter and better decisions for the Business. The primary focus of the role will be on applying text and data mining techniques, doing statistical analysis and building high quality and high-performance prediction systems integrated with the Risk applications. They will also have proven experience in data analysis, modeling and implementing solutions along with sound understanding of capital markets and financial risk domain to be able to recommend the best-fit model and solution approach.

Business Unit: Global Chief Risk OfficeOur Risk Management teams work to protect the safety and soundness of our systems and are responsible for identifying, managing, measuring and mitigating a spectrum of key risk types including credit, market, liquidity, systemic, operational and technology in all existing and new products, activities, processes and systems.


What You'll Do
Collaborate with cross functional teams to collate data
Enhancing data collection procedures to include information that is relevant for building analytical solutions
Analyze, extract and understand meaningful patterns from the large volumes / dimensions of historical data by utilizing analytics techniques and SMEs’ inputs
Design, develop, evaluate and implement high quality innovative predictive/prescriptive models using open source tools such as R, Python, or similar scripting within Apache Spark/AWS cloud based big data environment
Support the team in creating/executing novel approaches to solve challenging problems by leveraging AI/ ML/NLP and Big Data/Cloud technologies
Collaborate closely with Business Partners/Analysts, Data Analysts, Application Development and other Data Scientists to integrate innovations and algorithms into useable data products
Doing ad-hoc analysis and presenting results in a clear manner
Aligns risk and control processes into day to day responsibilities to monitor and mitigate risk; escalates appropriately

Sound Like You?
Minimum of 6 years of related experience
Bachelor's degree preferred with Masters or equivalent experience
Additional Qualifications
Minimum of 3-5 years of related experience in Data analysis, Data Science, Modeling
Experience with SQL, Python, Big Data and Machine Learning Algorithms
Strong analytical and problem-solving skills
Great communication skills
Experience in Financial industry with focus on Risk Management is preferred
Experience in Data Visualization tools and AWS is a plus
Leadership Competencies
Accountability - Demonstrates reliability by taking necessary actions to continuously meet required deadlines and goals.
Global Collaboration - Applies global perspective when working within a team by being aware of own style and ensuring all relevant parties are involved in key team tasks and decisions.
Communication - Articulates information clearly and presents information effectively and confidently when working with others.
Innovation and Creativity - Thinks boldly and out of the box, generates new ideas and processes, and confidently pursues challenges as new avenues of opportunity.
Who We Are

With over 45 years of experience, DTCC is the premier post-trade market infrastructure for the global financial services industry. From operating facilities, data centers and offices in 16 countries, DTCC, through its subsidiaries, automates, centralizes and standardizes the processing of financial transactions, mitigating risk, increasing transparency and driving efficiency for thousands of broker/dealers, custodian banks and asset managers. Industry owned and governed, the firm simplifies the complexities of clearing, settlement, asset servicing, data management, data reporting and information services across asset classes, bringing increased security and soundness to financial markets. In 2018, DTCC’s subsidiaries processed securities transactions valued at more than U.S. $1.85 quadrillion. Its depository provides custody and asset servicing for securities issues from 170 countries and territories valued at U.S. $52.2 trillion. DTCC’s Global Trade Repository service, through locally registered, licensed, or approved trade repositories, processes over 14 billion messages annually. To learn more, please visit us at www.dtcc.com or connect with us on LinkedIn, Twitter, YouTube and Facebook.",3.4,"DTCC
3.4",Chennai,"New York, NY",1001 to 5000 employees,1973,Company - Private,Brokerage Services,Finance,₹50 to ₹100 billion (INR),-1
398,Machine Learning Engineer,"We are looking for an expert in machine learning to help us extract value from our data. You will lead all the processes from data collection, cleaning, and preprocessing, to training models and deploying them to production. The ideal candidate will be passionate about artificial intelligence and stay up-to-date with the latest developments in the field, and know how to program in C++ (we rarely use Python).

Requirements
B.Tech./ B.E / MCA degree in Computer Science, Engineering or a related stream.
3+ years of machine learning experience.
Proficiency with a deep learning framework such as TensorFlow or TensorRT.
Expertise in visualizing and manipulating big datasets.
Proficiency with Linux, C++, OpenCL, OpenMP and OpenCV (we have no use of Python in deployments).
Ability to determine hardware requirements to run an ML model with the required latency.
Extremely good understanding of embeddings, and how to play with them.
Extremely good understanding of CNN, LSTM, GANs, Attention Models, Advanced Loss Functions, Hyper-convergence and batch processing.
What we Expect from you?
Analyzing the ML algorithms that could be used to solve a given problem and ranking them by their success probability.
Exploring and visualizing data to gain an understanding of it, then identifying differences in data distribution that could affect performance when deploying the model in the real world.
Verifying data quality, and/or ensuring it via data cleaning.
Supervising the data acquisition process if more data is needed.
Defining validation strategies.
Defining the preprocessing or feature engineering to be done on a given dataset.
Defining data augmentation pipelines.
Training models with hyper-convergence strategies and tuning their hyperparameters.
Analyzing the errors of the model and designing strategies to overcome them.
Deploying models to production in C++.
Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress.",4.1,"Inkers
4.1",Bengaluru,"Bengaluru, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
399,Data Analyst,"No. of Positions : 1

Total Relevant Experience : Fresher - 3 Years

Education : BE (Computers / IT), MCA, M.Sc. or any equivalent degree

Job Description :
• Interpret data and analyse results using statistical techniques and algorithms.

• Understand the business requirements and provide proper solution.

• Perform basic pre-processing of data.

• Extract data and provide solution for implementing transformation and manipulation of data.

• Develop and provide support to various reporting processes.

• Create dashboards, graphs and visualizations from data.

• Should have ability to acquire knowledge on new things, especially about technological developments.",2.5,"Insigno Quipment
2.5",Ahmedabad,"Ahmedabad, India",51 to 200 employees,2002,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1
400,DATA SCIENTIST,"DATA SCIENTIST

Be part of a small but rapidly growing, tier 1 VC-backed startup, and work on a product your friends are using.

Hinge is growing our data science and analytics team in our Manhattan office.

Examples of what the job entails

› For now, this is a very hands-dirty, engineering-flavored, product-driven position; the largest part of the job is helping to build a production recommender system at scale and in real time

› Constant investment in improving match quality on Hinge. Use all the tools in your toolbelt, the ideas in your head, academic and industry research, and ongoing experimentation to continually attack the problem of “Who do we match today?”

› Provide data-driven insights to help shape product, business and marketing direction

› Work closely with the rest of the engineering team to experiment with and build new features

› Analyze the influence of social connectedness on compatibility

› Design and maintain data ingest, cleaning, storage, and query systems

Our offer

› Work within a fast growing company with a young and informal culture.

› Flexible hours, an attractive salary with nice toppings.

› An awesome team of talented people to learn, work and play with.

› Thanks to well-defined, transparent wage and function trajectories you know what to expect of you career

› Kick-ass projects & international clients (we work with the big boys around here).

› Opportunities to grow together with the company, led by an ambitious team of directors.

› Space for personal growth with a personal budget for you to boost that growth.

› Fresh and varied meals every day, made by our very own chef ‘Tante Hilde’

Requirements:
› Are an expert in using standard development frameworks like Angular JS, Bootstrap, etc.

› You are proficient in using CI tools

› You are proficient in using load testing, functional testing, link testing and regression tools

You will stand out if

› You have a strong sense of what makes a good UI/UX

› You have experience with developing HIPAA compliant sites

› You have worked with FB and Google APIs

› You have experience with DevOps/SRE (though this is not going to be a part of your job)

› You have worked in an agile development environment and you follow agile development principles when you write code

› You have prior start-up experience -- particularly the ability to find one’s bearings in a fast-paced and fast-changing environment

How To Apply

Send an e-mail to jobs@venturew.com with your resume. We will get back to you as soon as possible.",2.6,"VentureWise
2.6",Hyderabad,"Madhāpur, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
401,Machine Learning Engineer - Customer Engagement,"Because you belong at Twilio.

The Who, What, Why and Where

Twilio seeks a Machine Learning Engineer to be a key leader in defining a new product offering at Twilio in the customer engagement space. The person in this role will be critical in shaping Twilio's data and intelligence strategy, which will empower our customers to create highly personalized communications and experiences for their contacts. Come be part of a team that's building a set of ML-driven APIs that deliver intelligent audience and personalization recommendations.

Who?

You have:
Personal traits: Curious, humble, team player
Professionally: Passionate, customer-obsessed, gets things done, highly collaborative, excellent communicator, and very comfortable with rapid change and uncertainty
You have hands on experience developing, deploying and monitoring a large scale machine learning model in production
Ph.D. or MS in Computer Science, Statistics, or related field
4+ years of applied ML experience in statistical and mathematical modeling such as supervised and unsupervised machine learning, deep learning, and/or reinforcement learning
You are familiar with concepts related to testing and maintaining models in production such as A/B testing, retraining, monitoring model performance
You've explored modern data storage, messaging, and processing tools (Kafka, Spark, Hadoop, Cassandra, etc.) and demonstrated experience designing and coding in big-data components such as DynamoDB or similar
You have a deep understanding of frameworks like - PyTorch, TensorFlow, or Keras, why and how these frameworks do what they do
Proficiency in Python is preferred. We will also consider strong quantitative candidates with a background in other programming languages
Experience working in an agile team environment
Big plus: Experience in AWS cloud computing
What?

You live the Twilio Magic values:
EMPOWER OTHERS: Be part of a small, high-impact and multi-talented engineering team. Show strong engagement in the team setting
WEAR THE CUSTOMER'S SHOES: Passion for and demonstrated track record of executing product opportunities deeply grounded in customer needs
DRAW THE OWL: Self-starter who can see the big picture and prioritize work to make the largest impact
BE BOLD: Help us take one of the world's most extensive communication data sets and transform it into leading-edge AI applications and products that solve meaningful customer problems
BE INCLUSIVE: Collaborating and brainstorming product ideas with product managers, data scientists and engineers
DON'T SETTLE: Experienced working at a massive scale with distributed, scalable systems, including making tradeoffs for consistency/availability
NO SHENANIGANS: Experience successfully applying machine learning to real-world problems
Why?

Today, Twilio powers the delivery of billions of the world's communications. Increasingly, we're hearing from our B2C customers that they're struggling to harness the massive amounts of valuable data they generate, much of which stems from the communications we help them send. We seek to uncover how Twilio can help customers utilize their valuable data to create unique, individualized experiences that their competitors can't replicate. We want to help them become more proactive (outcome-driven) than reactive (event-driven) in their customer engagements. We are a new initiative and team at Twilio that will function much like an internal start-up. If you want to shape the future of B2C Customer Engagement and Twilio, this project is for you!

Twilio is a company that is empowering the world's developers with modern communication in order to build better applications. Twilio is truly unique; we are a company committed to your growth, your learning, your development, and your entire employee experience. We only win when our employees succeed and we're dedicated to helping you develop your strengths. We have a cultural foundation built on diversity, inclusion, and innovation and we want you and your ideas to thrive at Twilio.

Where?

This position will be located in our office in Bangalore, India. You will enjoy our office perks: catered meals, snacks, game room, ergonomic desks, massages, Wednesday dinners, bi-weekly All Hands, and more. What you will also get to experience is a company that believes in small teams for maximum impact; seeks well-rounded talent to ensure a full perspective on our customers' experience, understands that this is a marathon, not a sprint; that continuously and purposefully builds an inclusive culture where everyone is able to do and be the best version of themselves.

About us:

Millions of developers around the world have used Twilio to unlock the magic of communications to improve any human experience. Twilio has democratized communications channels like voice, text, chat, video and email by virtualizing the world's communications infrastructure through APIs that are simple enough for any developer to use, yet robust enough to power the world's most demanding applications. By making communications a part of every software developer's toolkit, Twilio is enabling innovators across every industry — from emerging leaders to the world's largest organizations — to reinvent how companies engage with their customers.",3.9,"Twilio
3.9",Bengaluru,"San Francisco, CA",1001 to 5000 employees,2008,Company - Public,Internet,Information Technology,₹100 to ₹500 billion (INR),-1
402,Principle Data Scientist - Business Consultant,"Profile Required

1. Should have good hands-on experience on Hyperion, SQL query, and RStudio

2.

Data manipulation and handling using Data Science and Machine Learning techniques

3. In-depth knowledge of SR 11-7 (US) and TRIM (Europe) guideline

4.

Whole-and-sole responsibility of Model ownership and review

5. Able to communicate independently with stakeholders

6.

Able to articulate model documentation and results complaint with SR 11-7 and TRIM guidelines

7. Experience in auto-generating codes and scripts to run models on regular interval

8.

He should be able to review the models

9. Should have experience in models like arima, linier regression, machine learning

10.

Should have good mentoring skills.

11. Hands on experience in back testing of models.

Why Join Us

“We are committed to creating a diverse environment and are proud to be an equal opportunity employer. All qualified applicants receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status”

Business Insight

Societe Generale Global Solution Centre (SG GSC), a 100% owned subsidiary of European banking major Societe Generale (SG), Our role and purpose is to enable the strategic vision of Societe Generale Group. We are doing this by pioneering cutting edge innovation from Design Thinking to Smart Automation & Artificial Intelligence, and applying it to banking.

SG Global Solution Centre provides services in the areas of Application Development and Maintenance, Infrastructure Management, Business Process Management, and Knowledge Process Management, to Societe Generale's business lines around the world.",3.5,"Société Générale
3.5",Bengaluru,"Paris, France",10000+ employees,1864,Company - Public,Investment Banking & Asset Management,Finance,₹500+ billion (INR),"BNP Paribas, Natixis, Calyon Securities USA"
403,DATA SCIENTIST - Machine Learning / Artificial Intelligence (PhD Degree),"We are seeking a Data Scientist for one of the top reputed firms in Trivandrum/Thiruvananthapuram, who is smart and passionate, so should you be!

We are not looking for Ninjas but we are keen on hearing from you, who is settled to make a Great Mark in Career.

Our Client will help you achieve your Goals of Continuous Professional Development and Regular Career Progression sessions.

We think you fit the best, If :
You hold a PhD Degree (Ph.D / Doctor of Philosophy)
You have 1-8 years of solid experience in Machine Learning / Artificial Intelligence
You have strong hands-on experience in Computer Vision algorithms and Image/text/voice Processing
You can effectively multitask and operate problem in a team environment
You have the capability to interact with tremendous communication skills.
When you are onboard,
You will be responsible for Developing Technical and Functional Solutions for business ideas & concepts.
You will participate in every aspect of building and deploying creative new automation and machine learning algorithm for advanced text, voice, data analytics, knowledge graph creation.
You will be responsible to deliver significant and tangible results through innovative thinking and in-depth sector expertise.
Our Client embraces diversity and equal opportunity in a serious way. They are committed to building a team that represents a variety of backgrounds, perspectives, and skills.",3.7,"Roljobs Technology Services Pvt Ltd
3.7",Thiruvananthapuram,"Bengaluru, India",51 to 200 employees,2002,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
404,DATA ANALYST,"The Data Analyst needs to analyze technology trends to identify markets for future scientific product development or help in increasing sales through predictive analysis. He or she creates compelling reports using database-stored procedures and triggers. In addition, the Data Analyst needs to coordinate and communicate with the internal and external stakeholders. He or she also needs to understand the complete requirement of the project and document as per the company’s requirement.

Job Description:
The roles and responsibilities of the Data Analyst include the following:
Building SQL pivots and developing/manipulating data cubes
Interacting with different stakeholders
Performing requirement analysis to strategize further action points
Analyzing information to determine, recommend, and plan installation of a new system or modification of an existing system
Adhering to compliance procedures and internal/operational risk controls in accordance with any and all applicable regulatory standards, requirements, and policies
Desired Skills and Experience:
Education—BCA/MCA/BTech/BE
Experience—2-5 years of experience in data analysis and data mining
Experience in developing stored procedures, triggers, and complex SQL queries
Exposure to VB and .Net is mandatory, as the role involves building an engine to read data from MS Excel files and create SQL queries dynamically
Exposure to data warehousing/ETL
Should be a self-starter and capable of operating on minimal management oversight
Ability to work under pressure to meet agreed deadlines
Passion, energy, and enthusiasm to drive results",3.6,"Indegene
3.6",Bengaluru,"Bengaluru, India",1001 to 5000 employees,1998,Company - Private,Healthcare Services & Hospitals,Healthcare,₹10 to ₹50 billion (INR),"Accenture, Cognizant Technology Solutions, Tata Consultancy Services"
405,Applied Scientist Intern,"Excited by Big Data, Machine Learning and Predictive Software? Interested in creating new state-of-the-art solutions using Machine Learning and Data Mining techniques on Terabytes of Data?
At Amazon, we are developing state-of-the-art large-scale Machine Learning Services and Applications on the Cloud involving Terabytes of data. We work on applying predictive technology to a wide spectrum of problems in areas such as Amazon Retail, Seller Services, Customer Service, Alexa, Chatbots and so on. We are looking for talented and experienced Machine Learning Scientists (Masters/Ph.D. in a related area preferred) who can apply innovative Machine Learning techniques to real-world e-Commerce problems. You will get to work in a team dedicated to advancing Machine Learning technology at Amazon and converting it to business-impacting solutions.
Major responsibilities
- Use machine learning, data mining and statistical techniques to create new, scalable solutions for business problems
- Analyze and extract relevant information from large amounts of Amazons historical business data to help automate and optimize key processes
- Design, develop and evaluate highly innovative models for predictive learning
- Establish scalable, efficient, automated processes for large scale data analyses model development, model validation and model implementation
- Research and implement novel machine learning and statistical approaches




Basic Qualifications

- A Masters and/or PhD in Computer Science, Machine Learning, Operational research, Statistics or in a highly quantitative field
- Experience in predictive modelling and analysis, predictive software development
- Strong problem-solving ability
- Good skills with Java/Scala or C++, Perl/Python (or similar scripting language)
- Experience in using R, Matlab, or any other statistical software
- Strong communication and data presentation skills



Preferred Qualifications

- Experience handling gigabyte and terabyte size datasets
- Experience working with distributed systems and grid computing
- Knowledge of the latest and state of the art ML technology
- Publications or presentation in recognized Machine Learning and Data Mining journals/conferences",4.2,"Amazon
4.2",Hyderabad,"Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,₹500+ billion (INR),"Google, Microsoft, Walmart"
406,Senior Data Engineer - ETL,"A professional at this position, works with the business users, technologists, analyzes systems, and gathers how data is used in them. Determines methods and procedures to analyze source data, extract - transform - load (ETL) the data into downstream environment, improve data quality, and make the data usable for consumption. Researches, designs, develops, configures, integrates, tests and maintains existing and new data and analytical solutions including databases through integration of technical and business requirements. Data and analytical solutions include ERP systems, open source software, custom home-grown systems, and 3rd party software. Provides required documentation and participates in architecture reviews to ensure that the solutions comply with standards and use approved technologies. Typical customers are HP Enterprise's end users and various functional areas such as Supply Chain, Research and Development, Marketing, Finance, a business, or the company.

Responsibilities:
Participates as a senior member of data development team or cross functional teams; and may lead a project/ program development team; Performs analysis of functional and business requirements.
Completes data analysis, ETL, batch and real-time integration codes to implement solutions.
Develops data integration and exploratory data analysis codes independently; participates and leads code reviews.
Works with business and system teams to design, prepare and automate test cases.
Applies in-depth or broad technical knowledge to maintain data engineering function. Performs solution design. Applies the company, open source, and 3rd party technologies to highly complex infrastructure and software solutions.
Education and Experience Required:
Technical Bachelor's degree or equivalent experience and a minimum of 6 years related experience or a Master's degree and a minimum of 4 years of experience.
Knowledge and Skills:
3 or more years of experience in data integration in batch and real-time environments
3 or more years of experience writing SQL and ETL code(such as Informatica/ IBM; and databases like SqlServer/ Oracle; and data quality tools.
Knowledge of open source software development tools such as Kafka and Python.
Experience of multiple full release cycles. Understanding of modern software development methodologies.
Understanding of Software Test methodologies, and testing tools.
General Project Management.
Customer/ Vendor Management.
Good verbal and written communication skills; ability to work effectively in a team of data and analytics technologists and business users
#GlobalITIN

1066616",4.2,"Hewlett Packard Enterprise
4.2",Bengaluru,"Palo Alto, CA",10000+ employees,2015,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Oracle, Accenture"
