,Job Title,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
96,Data Engineer (APAC),"MongoDB is the leading modern, general purpose database platform, designed to unleash the power of software and data for developers and the applications they build. Developers around the world are using MongoDB to build software to create new businesses, modernize existing businesses, and transform the lives of millions of people around the world.

Headquartered in New York, with offices across North America, Europe, and Asia-Pacific, MongoDB has more than 17,000 customers, which include some of the largest and most sophisticated businesses in nearly every vertical industry, in over 100 countries.

MongoDB is growing rapidly and seeking a Data Engineer to be a key contributor to the overall internal data platform at MongoDB. You will build data driven solutions to help drive MongoDB's growth as a product and as a company. You will take on complex data-related problems using very diverse data sets.

Our ideal candidate has experience with
Several programming languages (Python, Scala, Java, etc.)
Data processing frameworks like Spark
Streaming data processing frameworks like Kafka, KSQ, and Spark Streaming
A diverse set of databases like MongoDB, Cassandra, Redshift, Postgres, etc.
Different storage format like Parquet, Avro, Arrow, and JSON
AWS services such as EMR, Lambda, S3, Athena, Glue, IAM, RDS, etc.
Orchestration tools such as Airflow, Luiji, Azkaban, Cask, etc.
Git and Github
CI/CD Pipelines
You might be an especially great fit if you
Enjoy wrangling huge amounts of data and exploring new data sets
Value code simplicity and performance
Obsess over data: everything needs to be accounted for and be thoroughly tested
Plan effective data storage, security, sharing and publishing within an organization
Constantly thinking of ways to squeeze better performance out of data pipelines
Nice to haves
You are deeply familiar with Spark and/or Hive
You have expert experience with Airflow
You understand the differences between different storage formats like Parquet, Avro, Arrow, and JSON
You understand the tradeoffs between different schema designs like normalization vs. denormalization
In addition to data pipelines, you're also quite good with Kubernetes, Drone, and Terraform
You've built an end-to-end production-grade data solution that runs on AWS
You have experience building machine learning pipelines using tools likeSparkML, Tensorflow, Scikit-Learn, etc.
Responsibilities

As a Data Engineer, you will:
Build large-scale batch and real-time data pipelines with data processing frameworks like Spark on AWS
Help drive best practices in continuous integration and delivery
Help drive optimization, testing, and tooling to improve data quality
Collaborate with other software engineers, machine learning experts, and stakeholders, taking learning and leadership opportunities that will arise every single day
Do you know, Why MongoDB is a fantastic place to work and build your career?
Disrupting a $64 Billion market
Top NoSQL database in the world
Largest Ecosystem and the fastest growing database in the world
Close to 17,000 customers in over 100 countries and over 90+ million downloads
>120% net ARR expansion rate over each of the last twenty quarters
Sequoia Capital and a number of other Top VC firms have invested in MongoDB. Sequoia Capital calls us out as one of their flagship portfolios; Sequoia has also invested in Apple, Google, Youtube, and WhatsApp
9-figure revenue company, with very high double-digit growth rates
Be a part of the company that's reinventing the database, focused on innovation and speed
Enjoy a fun, inspiring culture that is engineering focused
Work with talented people around the globe
Learn, contribute, and make an impact on the product and community.


Life at MongoDB

Our India office culture
180+ people, with teams in Sales, Engineering, HR, Finance, IT & Marketing
Regular group outings and opportunities to get to know your colleagues
Employee affinity groups


Our Benefits
Competitive salary and equity
Comprehensive Health cover, dental cover, travel insurance & Life Insurance.
Free lunch twice per week and a fully stocked kitchen with healthy and sweet treats.
Macbooks are company standard
26 weeks Maternity & 20 Paternity leave to spend time with new arrivals.",4.6,"MongoDB
4.6",Gurgaon,"New York, NY",1001 to 5000 employees,2007,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
97,Data Scientist,"Skill: Data Scientists
Experience : 4+ Years.
Work Location : Pune.
Preferred : Immediate Joiners (10-15 Days Post Selection).

Job Description: -Â
Â
â€¢Python - ScikitLearn
â€¢Keras, tensorflow,Scala, Spark, py Spark,
â€¢Telecom Network Domain knowledge
00-12.00 Years",3.6,"Unionsys Technologies
3.6",Pune,"Pune, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
98,Data Scientist,"Experience : 2+ years

What will you do:
Should have working knowledge of relational Database designs (SQL Server, MySQL, Oracle).
Should have knowledge of Queue management systems (Redis, MSMQ, RabitMQ etc).
Should have knowledge of SQL query, Stored Procedures, Functions.
Should have knowledge of No SQL will be an added advantage.
Shall analyze, define and document system requirements for data, workflow, logical processes, interfaces with other systems, auditing, reporting requirements and production configuration.
Shall write and maintain functional and technical specifications.
Shall create scripts and packages for data integration, data maintenance or bug fixes.
Shall analyze code for problem resolution and performance optimizations.
Shall write SQL statement for ad-hoc report generation.

What we can offer
Are a young organization and the workplace is an extension of our families back home
Mondays and Fridays have the same effect on us
Value positive vibes, honesty, sense of judgment, empathy and self-motivation
Believe in experimentation and don't think of new things as daunting enough to take up at any point in time
Are looking for driven and focused individuals
Will be more than happy to hear from you
We want to hear from you
Why don't go ahead and send us a video clip of yourself, giving us a creative brief of who you really are.Once you're done with that, jobs@bookmyshow.com :).",3.9,"Bigtree Entertainment Pvt.Ltd.
3.9",Mumbai,"Mumbai, India",201 to 500 employees,-1,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable,-1
99,Data Scientist,"Description
We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products.
You will be responsible for researching, innovate and implementing state-of-the-art algorithms using deep learning, reinforcement learning techniques in Natural Language Processing task, Machine Reading Comprehension, Recognizing Textual Entailment, Document Classification, Text Analytics, Sentiment Analysis, recommendation engine, A/B testing and more.
Responsibilities
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state-of-the-art methods
Extending company’s data with third party sources of information when needed
Enhancing data collection procedures to include information that is relevant for building analytic systems
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner
research and innovation of state-of-the-art papers in NLP problems
Working with Backend Engineers to ship your models to production and publish research in top journals e.g.: NIPS, Arxiv and Nature
Skills and Qualifications
Proficiency in Python, R or Java and data science tools.
Experience in modern Deep Learning and Natural Language Processing / Natural Language Understanding (NLP, NLU), including Neural Networks, RNNs, seq2seq+attention models, and real world machine learning in TensorFlow.
Great communication skills
Experience with data visualisation tools, such as D3.js, GGplot, etc.
Proficiency in using query languages such as SQL, Hive or Pig.
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Experience building production-ready NLP systems
Familiarity with non-standard machine intelligence models (Reinforcement Learning, Hierarchical Temporal Memory, Capsule Networks) is a plus
Familiarity with Distributed systems (Docker, Kubernetes, Kafka, Spark, Redis, AWS S3/EC2/RDS/KMS, MongoDB, or Lucene) is a plus
Proficient understanding of code versioning tools such as Git, Mercurial or SVN, continuous integration tool like Jenkins.
Bachelor’s degree or higher in a technical field of study
Job Location: Indore, Mumbai | Openings",4.4,"GenieTalk
4.4",Indore,"Mumbai, India",1 to 50 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
100,Data Scientist,"The Company

Talentica Software is a boutique software development company started by ex-IITB grads and industry veterans. It is a privately held company. The company is 16 years old and 400+ employees work exclusively for startups as Tech Partners taking them from a Series-A position to Series-B position and possible acquisition (for example Citrus Pay). We have built products for over 125 startups, most of them are based in the Bay Area or Europe. These startups come to us primarily because we know the issues that plague startup product development and the solutions for the same, thereby improving their success chances. Owing to the unique space we are in, we deal extensively with cutting edge technology. The data science team works under the purview of the Technology Excellence Group at Talentica Software. The goal of this team is to solve problems and build algorithms that are typically data driven. Hence, problems involving statistics, optimization, computer vision, machine learning, and natural language processing are of interest to this group.

We are looking to hire a Data Scientist with Computer Vision and Machine Learning experience.

Here is what we are looking for in prospective candidates: Mandatory
Has completed his/her PhD from one of the old IITs or IISc-Bangalore
Should have completed full-time PhD degree
Graduated from IIT or IISc or IIIT-Hyderabad or ISI-Kolkata with a Master’s degree
Should have at least one published full paper in CVPR or ECCV or ICML or NIPS
Excellent programming skills and must be able to implement complex algorithms in Python
Hands-on experience with use of standard image processing and machine learning libraries such as OpenCV, Tensorflow, Keras
Here is what we are looking for in prospective candidates: Good to have
Graduated from IIT-Bombay or IISc-Bangalore or IIT-Delhi
Not required for the current role but it is good to have worked with Mongo/Cassandra/PostgreSQL/Neo4J
Credited courses focused on linear algebra, stochastic models, pattern recognition, design and analysis of algorithms, machine learning
Interest in applications of computer vision algorithms for video, shape recognition, matching & retrieval

Experience:
Should have worked in the industry for at least 2 years.
Should like to work in a startup environment.
Should be capable of converting theory to practice by reading relevant papers.
Should be capable of conceiving original ideas and coding them as working algorithms.",3.8,"Talentica Software India
3.8",Pune,"Pune, India",201 to 500 employees,2003,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
101,"Staff Data Engineer, Platform (APAC)","MongoDB is the leading modern, general purpose database platform, designed to unleash the power of software and data for developers and the applications they build. Developers around the world are using MongoDB to build software to create new businesses, modernize existing businesses, and transform the lives of millions of people around the world.

Headquartered in New York, with offices across North America, Europe, and Asia-Pacific, MongoDB has more than 17,000 customers, which include some of the largest and most sophisticated businesses in nearly every vertical industry, in over 100 countries.

MongoDB is growing rapidly and seeking a Staff Data Engineer to be a key contributor to the overall internal data platform at MongoDB. You will build data driven solutions to help drive MongoDB's growth as a product and as a company. You will take on complex data-related problems using very diverse data sets.

Our ideal candidate has experience with
Several programming languages (Python, Scala, Java, etc.)
Data processing frameworks like Spark
Streaming data processing frameworks like Kafka, KSQ, and Spark Streaming
A diverse set of databases like MongoDB, Cassandra, Redshift, Postgres, etc.
Different storage format like Parquet, Avro, Arrow, and JSON
AWS services such as EMR, Lambda, S3, Athena, Glue, IAM, RDS, etc.
Orchestration tools such as Airflow, Luiji, Azkaban, Cask, etc.
Git and Github
CI/CD Pipelines


You might be an especially great fit if you
Enjoy wrangling huge amounts of data and exploring new data sets
Value code simplicity and performance
Obsess over data: everything needs to be accounted for and be thoroughly tested
Plan effective data storage, security, sharing and publishing within an organization
Constantly thinking of ways to squeeze better performance out of data pipelines
Nice to haves
You are deeply familiar with Spark and/or Hive
You have expert experience with Airflow
You understand the differences between different storage formats like Parquet, Avro, Arrow, and JSON
You understand the tradeoffs between different schema designs like normalization vs. denormalization
In addition to data pipelines, you're also quite good with Kubernetes, Drone, and Terraform
You've built an end-to-end production-grade data solution that runs on AWS
You have experience building machine learning pipelines using tools like SparkML, Tensorflow, Scikit-Learn, etc.
Responsibilities

As a Staff Data Engineer Platform, you will:
Estimate task complexity, report progress, and voice risks to peers and managers
Both learn from and teach peers and junior engineers
Develop and maintain expertise in big data best practices
Design and build large-scale batch and real-time data pipelines with data processing frameworks like Spark on AWS
Help drive best practices in continuous integration and delivery
Help drive optimization, testing, and tooling to improve data quality
Collaborate with other software engineers, machine learning experts, and stakeholders, taking learning and leadership opportunities that will arise every single day


Success Measures

In 3 months

you will have familiarized yourself with much of our data platform, be making regular contributions to our codebase, will be collaborating regularly with stakeholders to widen your knowledge and helping to resolve incidents and respond to user requests

6 Months

you will have successfully investigated, scoped, executed, and documented a small to medium sized project and worked with stakeholders to make sure their data needs are satisfied by implementing improvements to our platform

12 Months

You will have become the key person for several projects within the team and will have contributed to the data platform's roadmap. You will have made several sizable contributions to the project and are regularly looking to improve the overall stability and scalability of the architecture

Do you know, Why MongoDB is a fantastic place to work and build your career?
Disrupting a $64 Billion market
Top NoSQL database in the world
Largest Ecosystem and the fastest growing database in the world
Close to 17,000 customers in over 100 countries and over 90+ million downloads
>120% net ARR expansion rate over each of the last twenty quarters
Sequoia Capital and a number of other Top VC firms have invested in MongoDB. Sequoia Capital calls us out as one of their flagship portfolios; Sequoia has also invested in Apple, Google, Youtube, and WhatsApp
9-figure revenue company, with very high double-digit growth rates
Be a part of the company that's reinventing the database, focused on innovation and speed
Enjoy a fun, inspiring culture that is engineering focused
Work with talented people around the globe
Learn, contribute, and make an impact on the product and community.


Life at MongoDB

Our India office culture
180+ people, with teams in Sales, Engineering, HR, Finance, IT & Marketing
Regular group outings and opportunities to get to know your colleagues
Employee affinity groups


Our Benefits
Competitive salary and equity
Comprehensive Health cover, dental cover, travel insurance & Life Insurance.
Free lunch twice per week and a fully stocked kitchen with healthy and sweet treats.
Macbooks are company standard
26 weeks Maternity & 20 Paternity leave to spend time with new arrivals.",4.6,"MongoDB
4.6",Gurgaon,"New York, NY",1001 to 5000 employees,2007,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
102,Data Scientist,"Position: Data Scientist (Intern)
Status: Open
AGNIK is hiring a Data Science Intern with some background in the following areas and strong motivation. Candidates must have:
1) Familiarity with Machine Learning, Data Mining, Statistics, and Signal Processing
2) Some Experience in Programming in C++/Java/Distributed Programming
3) Pursuing a Degree in Electrical Engineering, Math, Physics, Statistics

Positions do not require US citizenship but the candidates should be authorized to work in the United States. If you are interested, please send resume to jobs@agnik.com with ""Application for Data Science Intern"" in the Subject line.",4.8,"Agnik
4.8",India,"Columbia, MD",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,₹10 to ₹50 million (INR),-1
103,Machine Learning Scientist,"Description

Job Responsibilities

Machine Learning Scientist, Hyderabad

This is an open invitation for India’s best in class Machine Learning Scientist - Product Engineering to join the disruptive technology and thought leader in the global Talent Relationship Marketing Cloud Platform. If you live & breath engineering by solving not only engineering problems but are passionate about building state of the art products that help a billion+ job seekers, then welcome to Phenom People. At Phenom we build products that connect right fit talented candidates (job seekers) with companies seeking for Phenomenal talent. We help companies establish, nurture and mature relationship with talented candidates through the hiring life-cycle. Based in Greater Philadelphia area, we server global fortune 500 companies. To know more about Phenom People, visit phenompeople.com
Looking for talented engineers with interests in Machine Learning & Data Science
Build amazing products, you will shape the future of our products
What you will do:
Design and implement machine learning, information extraction, probabilistic matching algorithms and models
Research and develop innovative, scalable and dynamic solutions to hard problems
Work closely with Machine Learning Scientists (PhDs), ML engineers, data scientists and data engineers to address challenges head on
Use the latest advances in NLP, data science and machine leaning to enhance our products and create new experiences
Scale machine learning algorithm that powers our platform to support our growing customer base and increasing data volume
Be a valued contributor in shaping the future of our products and services
You will be part of our Data Science & Algorithms team and collaborate product management and other team members
Be part of a fast pace, fun focused, agile team
Job Requirements
1+ years of industry experience (Not Mandatory)
Ph.d in computer science, information systems, or similar technical field
Strong mathematics, statistics, and data analytics
Solid coding and engineering skills preferably in Machine Learning (not mandatory)
Proficient in Java, Python, and Scala
Industry experience building and productionizing end-to-end systems
Knowledge of Information Extraction, NLP algorithms coupled with Deep Learning
Experience with data processing and storage frameworks like Hadoop, Spark, Kafka etc.
Education
Ph.D in computer science, information systems, or similar technical field
About Company

At Phenom People, we believe great people build great companies. We know that there is no difference between marketing and selling products and jobs, so we took CRM best practices and applied them to talent acquisition and built the world’s first Talent Relationship Marketing platform.

Candidates today are not job hunters; they are savvy shoppers. They expect a certain quality of user experience when browsing jobs, researching companies and applying for positions - an experience traditional recruiting tools and tactics cannot deliver. Welcome to the talent relationship business.

TRM is an automated system for managing the talent relationship lifecycle of current and future candidates, driving awareness, interest, engagement and acquisition. Our Phenom TRM platform aligns the objectives, priorities and actions of candidates, recruiters, hiring managers and talent acquisition leaders.

Phenom People strives to be the most innovative HR tech company in the world. By offering unique, engaging experiences for candidates, our platform helps put the right opportunity in front of the right person at the right time so you can continue to build phenomenal teams and achieve business goals for years to come. Stop recruiting. Start relationship marketing.

Explore Location
Close the mapbox popup

No locations found

Apply Now
Add To Cart",4.3,"Phenom People
4.3",Hyderabad,"Ambler, PA",501 to 1000 employees,2011,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
104,Data Scientist,"NLP, ML, Python/R, Hadoop, strong mathematical bacground
If you are intrested, please send us your resume at hr@teqnirvana.com",4.2,"TEQNirvana
4.2",Mumbai,"Bengaluru, India",1 to 50 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
105,Data Scientist,"About us & Vision

Sequretek is an Indian MNC focused on Information Security and Information Management space. The company is backed by industry veterans who have come together with a vision to build India’s leading Information Security company.
Sequretek’s customers have appreciated its solution offerings, and within a short span the company has acquired marquee clientele in Financial, Pharmaceutical, IT/ITES, and Retail and Logistics sectors.
Sequretek probably is the one of the very few companies that offers a blend of its own core threat intelligence products along with both on-premise and cloud solutions. Our end point detection, protection, and response technology – EDPR is the industry’s only product that replaces up to six different endpoint technologies for our customers.
Our vision is to establish and sustain Sequretek as a Global Leader in terms of the ‘Security’ of Enterprise-level Information-Assets through the consistent delivery of world-class products and solutions that leverage state-of-the-art technologies relevant to the contemporary digital economy.

Why Sequretek?

You will be part of an award winning ""Security Product Company of the Year – 2019” announced by Data Security Council of India (A NASSCOM Initiative).
The team is highly visible, agile, and working on critical problems that directly affect the company’s success.
Our researchers regularly appear at various global conferences and are some of the most sought-after thought leaders in the security industry.
Our ML Engine was certified by ICSA Labs for its detection against unknown / little known malwares.
As part of the research group, you will leverage your problem-solving and analytical skills to further our capabilities, as well as publish and present new and novel research.

Education & Experience

Education:The candidate must have any of the below:
BE/B.Tech/MTech in Computer Science, Statistics, or Data Science.
Experience:
Minimum 1-2 years of experience in applying ML/Deep Learning algorithms and
techniques to real-world data sets.

Key Responsibilities

Skills:
Knowledge of Core Python
Proficiency in Machine learning algorithms (SVM, Decision Trees, PCA, Clustering etc.).
Knowledge and Experience of Deep Learning Algorithms (CNN, RNN, LSTM etc.)
Knowledge of major ML frameworks such as TensorFlow, PyTorch, Keras, and Scikit-Learn.
Strong analytical thinking and problem solving.
Designs scalable processes to collect, manipulate, present, and analyze large datasets in a production-ready environment
Demonstrated participation on platforms like Kaggle is a plus
Prefer great appreciation or expertise in Security products such as End point detection, protection and response, Managed detection and response etc
Must be proactive and flexible and have the ability to work under pressure and possess good follow-through skills.
Must possess excellent written and verbal communication and a quick learner.
Responsibilities:
Wants to build and develop innovative intellectual property through the research and implementation of new approaches in machine learning and simplifying security
Approaches problems from an adversarial mindset in an effort to circumvent prediction systems
Works with internal product and engineering teams to drive development of new products
Has the capability to translate and implement newly published research on specific datasets and problems to validate approaches and potentially improve
Experienced wrangling large volumes of data and applying machine learning techniques towards real product and business problems
Invests time in research including publications, and is committed to keeping up with AI trends
Develop working prototypes of algorithms and evaluate and compare metrics based on large, real-world data sets",4.0,"Sequretek
4.0",Bengaluru,"Mumbai, India",201 to 500 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
106,Data Scientist,"About Mate Labs (https://www.matelabs.ai/):

Mate Labs is looking for a kick-ass and enthusiastic Data Scientist who has a really good understanding of machine learning and deep learning. We love GitHub and open source projects. We look for guys who are passionate for open source projects and contributions.

Mate Labs has built Mateverse for Data Analysts so that they can build customized machine learning and data science models for quick prediction like sales forecasting without writing even a single line of code.

At Mate Labs, we are solving a unique problem of algorithm & Hyperparameter selection in the field of Artificial Intelligence.

Job Responsibilities:

Be working on client projects, majorly on the solutions.

Be working with Regression Algorithms (Linear Regression, Logistic Regression, Polynomial Regression, Ridge Regression, Lasso Regression etc.)

Be working with ARIMA and LSTMs for time-series forecasting

Be working with custom Mateverse algorithms

Be working with technologies like Scikit-learn, Pandas, Numpy, Scipy, Matplotlib, Seaborn and Statsmodels

Be building mathematical models and implementing it in Python (preferably).

Skills Required:

Machine Learning Algorithms(Regression(MUST)& Time-series forecasting (MUST), Classification, Clustering)

Frameworks - Scikit-learn, Keras, Tensorflow, Pandas, Numpy, Scipy, Matplotlib, Seaborn and Statsmodels

Has worked on multiple business use-cases.

SAS or equivalent, Tableau or any other data preparation tools.

Requirements:

2 - 3 years of experience

B.Tech graduate.

Benefits:

Startup culture (immense scope to learn and grow).

Amazing team to work with.

Health Insurance for the employees.

A lot of freedom to experiment with new things.",-1,Matelabs Innovations Pvt. Ltd.,Bengaluru,-1,-1,-1,-1,-1,-1,-1,-1
107,Data Scientist,"Roles and responsibilities

Explore large datasets to surface useful trends, signals, and segments. The role drives business and industry solutions focused on Big Data and Advanced Analytics, in diverse domains such as product development, pricing, marketing research, public policy, optimization and risk management. The role uses analytics to provide predictive, prescriptive, and decisive insight:
Translate business objectives into analytic approaches, and identify data sources to support analysis.
Analyze and model structured data using advanced statistical methods
Perform exploratory data analyses, generate and test working hypotheses, prepare and analyze historical data and identify patterns.
Analyze data using SAS, R, Python, Java, open source packages and commercial/enterprise applications.
Perform machine learning, text analytics, and statistical analysis methods, such as classification, collaborative filtering, association rules, sentiment analysis, topic modeling, time-series analysis, regression, statistical inference, and validation methods.
Implement algorithms and software needed to perform analyses
Drive client engagements focused on Big Data and Advanced Business Analytics, in diverse domains such as product development, marketing research, public policy, optimization, and risk management.
Interface with databases (SQL, NO SQL, HDFS) to extract, transform and load data
Communicate results and educate others through reports and presentations.
Essential skills required
Education / professional qualifications

Masters, or PhD in Computer Science, Statistics, Mathematics

Prior Experience:

Masters, or PhD in Computer Science, Statistics, Mathematics, Engineering, Bioinformatics, Physics, Operations Research, or related fields, with 5+ years of relevant experience

Technical skills
Ability to break down complex problems, and develop strategies to solve them
Masters, or PhD in Computer Science, Statistics, Mathematics, Engineering, Bioinformatics, Physics, Operations Research, or related fields, with 5+ years of relevant experience
Strong mathematical background with ability to understand algorithms and methods from a mathematical viewpoint and an intuitive viewpoint.
Expertise in at least one of the following fields: machine learning, data visualization, statistical modeling, data mining, or information retrieval
Develop and apply machine learning, and statistical analysis methods, such as classification, collaborative filtering, association rules, time-series analysis, advanced regression methods and hypothesis testing
Strong data extraction and processing, using NoSQL, MapReduce, Pig, and/or Hive preferred
Experience with command-line scripting, data structures and algorithms
Ability to work in a Linux environment, and process large amounts of data in a cloud environment
Proficiency in analysis (e.g. R, SAS) packages, and programming languages (e.g. Java, Python, Ruby)
Behavioral / team skills
Personal drive and positive work ethic to deliver results within tight deadlines and in demanding situations
Flexibility to adapt to a variety of engagement types, working hours and work environments and locations, strong time management skills
Excellent written and verbal communication skills Team player; self-driven and ability to work independently
Team player; self-driven and ability to work independently",4.2,"Anlage HRO Services
4.2",Bengaluru,"Mumbai, India",201 to 500 employees,1996,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
108,Machine Learning Engineer,"Our team is made of highly talented engineers with passion for innovation who turn wildly disruptive ideas into products that impact industry at large. We are building Cisco’s next-generation technological innovation by combining machine learning and distributed software with best-in-class networking technologies.

We are looking for agile, pragmatic and talented engineers with deep expertise and hands-on experience in machine learning, software engineering and data science. If technology and innovation is your passion, Cisco is the place for you.

Your role and responsibilities


You will have a multi-faceted role: starting from real use cases, you will cover the full product development cycle from first investigation to the development of novel and scalable prototypes based on machine learning algorithms until the release of the product, interfacing with a wide range of experts in the field. You thrive in a fast-paced, dynamic environment requires a unique blend of innovation and speed of execution.

The role is for highly technical machine learning engineers who combine outstanding oral and written communication skills, an ability to quickly code up prototypes using a large range of tools, algorithms and languages and, most importantly, an ability to autonomously plan and organize their work assignments based on high-level team goals.

We’re building large scale data processing and machine learning pipelines, both batch and streaming. Our technology stack includes Python, Java, Go as well as a wide range of internal tools built on top of Apache Spark, Beam, PostgreSQL and the Hadoop ecosystem.

Desired qualifications
Background in classical machine learning is a must, preferably with more than 2 years of industrial experience.
Hands-on experience of Linux and Shell scripting, ability to manipulate large-scale structured datasets.
Strong programming skills in Python, Java or Scala and demonstrable experience with cluster computing (Apache Spark, Apache Hadoop, etc.).
Knowledge of deep learning, reinforcement learning and natural language processing is a plus.
Excellent English spoken and written skills (C1 level) is a must.
Why Cisco


At Cisco, each person brings their own unique talents to work as a team and make a difference.

Yes, our technology changes the way the world works, lives, plays and learns, but our edge comes from our people.
We connect everything – people, process, data and things – and we use those connections to change our world for the better.
We innovate everywhere - From launching a new era of networking that adapts, learns and protects, to building Cisco Services that accelerate businesses and business results. Our technology powers entertainment, retail, healthcare, education and more – from Smart Cities to your everyday devices.
We benefit everyone - We do all of this while striving for a culture that empowers every person to be the difference, at work and in our communities.",4.3,"Cisco Systems
4.3",Bengaluru,"San Jose, CA",10000+ employees,1984,Company - Private,Computer Hardware & Software,Information Technology,₹500+ billion (INR),"Alcatel-Lucent, Juniper Networks"
109,Chief Data Scientist - ML/AI,"Icertis, the leading enterprise contract management platform in the cloud, solves the hardest contract management problems on the easiest to use platform. With Icertis, companies accelerate their business by increasing contract velocity, protect against risk by ensuring regulatory and policy compliance, and optimize their commercial relationships by maximizing revenue and reducing costs. The AI-infused Icertis Contract Management (ICM) platform is used by companies like Airbus, Cognizant, Daimler, Microsoft and Sanofi to manage 6.5 million contracts in 40+ languages across 90+ countries.

Contracts have always been the foundation of commerce - determining, influencing and guarding the balance between risk and reward. This is the first time in history that almost all contracts have been digitized and the risks and rewards expressed in legal language can now potentially be enshrined in computer readable logic. This role at Icertis is to bring thought leadership to computational law and its journey towards autonomous contracts. With insights into the contracting processes of some of the largest organizations in the world, this role will be responsible for evolving new tenets of contracting and reinforcing existing ones. The Chief Data Scientist will study current trends and data, evolve new methodologies and platform features to set the direction of Icertis enterprise contract management intelligence. The role reports to the CTO.
Role Requirements
You have demonstrated skills to go deep into a domain and transform business processes in that domain by applying the right AI techniques. You are a respected and recognized leader in the field, and have deep knowledge of machine learning and NLP techniques. You bring teams together, break new ground and provide thought leadership in areas that have the potential to make deep impact to how we live and work. Research or application background in computational law or related domains is a big plus. You bring the right values and team work to build a world class analytics team
Responsibilities
Deeply understand the mechanics of the enterprise contract management lifecycle
Help define and own the direction of the Icertis platform for applying AI to contracting processes
Establish Icertis’ s thought leadership in this area
Build a strong team of data scientists and engineers to help realize the Icertis vision of transforming the foundation of commerce through AI/ML
Provide pragmatic solutions to tough contracting problems using AI working with a team of data scientists and engineers
Qualifications
Holds a PhD degree in a quantitative discipline: computer science, applied mathematics, statistics, engineering or equivalent
5+ years of industry experience
5+ years of hands-on data science and NLP experience
Knowledge of machine learning techniques (regression, classification, clustering, dimension reduction, etc.) and their real-world advantages/drawbacks
Deep knowledge of Machine Learning, NLP related mathematical domains such as statistics (distributions, tests), calculus, linear algebra, probability, etc.
Icertis is not open to 3rd party solicitation or resumes for our posted FTE positions. Resumes received from 3rd party agencies that are unsolicited will be considered complimentary.

Icertis, Inc. provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, sexual orientation, national origin, age, disability, genetic information, marital status, amnesty, or status as a covered veteran in accordance with applicable federal, state and local laws. Icertis, Inc. complies with applicable state and local laws governing non-discrimination in employment in every location in which the company has facilities.",4.2,"Icertis
4.2",Pune,"Bellevue, WA",1001 to 5000 employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Selectica, SAP Ariba"
110,Data Scientist,"Data Sciences team at Priority Vendor uses data and algorithms to build large scale systems to enable better decision making for the invoice discounting as well as render better customer experience to suppliers. Some of the areas of our focus are Rate Determination, Demand Sensing, Recommendation Systems, etc.

Some of the things we are working on:
Daily Rate Determination

Building algorithms to predict supplier expectation on discount amount

Building prediction models to improve on invoice discounting%

Role & Responsibilities

As a data scientist, he/she will have the opportunity to leverage Priority Vendor 3 year old rich data to develop data products that are used by millions of suppliers (end user) and propel the growth of our business. He/she will collaborate with a strong team of engineers, product managers in defining the frontier of data products. Data scientists will work on how to evaluate potential approaches, build features, statistical/machine learning models and determine metrics. He/she will communicate insights/recommendations to a wide spectrum of stakeholders across the company.

Qualification & Skillset

Advanced degree in the quantitative field preferred.

3+ year’s industry experience developing machine learning models at scale from inception to business impact.

Deep understanding of modern machine learning techniques and their mathematical underpinnings such as classification, recommendation systems, and natural language processing.

Proven ability to tailor machine learning solutions to business problems in a cross-functional team.

Experience with distributed machine learning and computing framework (Spark, Hadoop, Mahout or equivalent). Applied experience preferred.

Strong programming skill (Python, R, or Scala preferred).

Experience productionizing machine learning model is a plus.

High proficiency in at least one of the following broad areas:

Machine learning

Statistical modeling/inference

Information retrieval,

Data mining

NLP",4.0,"Priority Vendor
4.0",Noida,"Noida, India",51 to 200 employees,2014,Company - Private,-1,Finance,Unknown / Non-Applicable,-1
