,Job Title,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
113,Data Analyst,"Required Skills & Experience

We are looking for a Data Analyst Executive
Eligible Qualifications : B. Tech, BCA, M.Tech, MCA
Experience : 3-5 years, fresher’s can also be considered
Location of Job : Gurgaon/Connaught Place, New Delhi

Technicals Skills

Following technical skills are pre-requisite:
Well versed with Software development methodologies, such as SDLC (Software Development Life Cycle), DDLC (Document Development Life Cycle).
Database schema design and implementation
Should have worked in either of technologies Sql Query/ Tableau/ Excel (Macros)/ Access (Query) writing for data analytics.
For planning and coordinating activities, organizations remain in invariant communication with one another and the data transfer has to be performed efficiently and smoothly as possible.
He/ She should manage the execution of the technologies, help the businesses in utilizing the systems, and should be well versed with the basics of computer systems such as Networking, Installation of necessary software and hardware.
Ability to determine the interrelationships between solutions and requirements.
Ability to think analytically and should be a problem solver and logic building should be very strong.
Good interpersonal skills to form effective working relationships with people at all levels.
Excellent communication and presentation skills and strong written & oral English skills.",3.8,"SSPL
3.8",New Delhi,"Chandigarh, India",1 to 50 employees,-1,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
114,Data Analyst,"99Games is looking for a Data Analyst to help us analyze game data and communicate insights that’ll help guide game development and game marking to create better games.

RESPONSIBILITIES
Work closely with game teams to define data to be collected from our games for analysis
Analysis of key performance indicators such as customer acquisition, retention, lifetime value, user cohorts and virtual economy balance
Create LTV and Revenue Models
Defining the data acquisition of AB tests and analysis of the gathered AB test data to estimate the effect on key metrics and choose the best features
Develop models for predicting player behavior
Answer in-depth analysis questions from the team and generate detailed weekly performance reports around trends and key metrics specific to goals and present to senior management
Identify and report actionable insights to internal stakeholders, suggest recommendations and influence the direction of the business by effectively communicating results
Stay current on customer queries from support and marketing channels
Work closely with game designers, developers, artists, marketing and support teams to reach a common goal
Stay current on industry trends including new game genres, game design best practices, and emerging technology.
REQUIREMENTS
2+ years of experience in a data scientist or analyst role, involving some of the following: data analytics, CRM data analysis, data mining, business intelligence, predictive modeling
Excellent quantitative skills and deep understanding of statistics
Experience with AB testing and calculating statistical significance
Intuitive grasp of data and strong with Excel
Experience in interpreting data and analytics results to provide actionable insights into user/product behavior and deriving conclusions from those insights
Proven ability to work highly independently
Ability to juggle several projects at once
Outstanding communication skills-both written and spoken
MBA – Stats/Finance, M. Stat/M.Sc in a quantitative discipline (Mathematics, Physics, Statistics, Operations Research, Computer Science, Economics)
Passion for games is a must",3.8,"99Games
3.8",Udupi,"Udupi, India",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
115,Data Analyst Intern,"Company Profile:

Lynkit specialises in track and trace solutions using IoT and blockchain technologies. One of Lynkit's GPS based tracking solutions has been recognized by Invest India as one of the most innovative, and its blockchain application has been featured by the Linux Foundation/ Hyperledger Global Showcase. For its cutting edge tech and innovative solutions, Lynkit has been recognized as a top start-up by Silicon India.

Lynkit has been on a fast growth track since its inception in February 2017 with rapidly expanding projects in RFID, GPS and blockchain, such as - www.lynkgrid.com, www.lynkit.io, www.lynktrac.io, www.humaratruck.com and www.pikmybox.com. We are seeking out candidates with a passion for working in a startup, high-growth environment, working in cutting-edge technologies, and making an impact.

Job Title: Data Analyst Intern

At Lynkit, we aim to incorporate data driven decision-making in every aspect of our operations. And given that we create and deploy IoT based supply chain solutions, we have a vast wealth of data to work with. As such, we are looking for passionate data science interns that will work with us and help us leverage all that data, look for underlying hidden trends, and help us make better decisions to create better products.

Location – Okhla, New Delhi

Job Description

About the Internship:

Selected intern's day-to-day responsibilities include:

· Work directly with management to prioritize business and information needs

· Interpret data, analyze results using statistical techniques and provide ongoing reports

· Establish scalable, efficient, automated processes for large scale data analyses model development, model validation and model implementation

· Acquire data from primary or secondary data sources and filter and “clean” data

· Maintain databases/data systems

· Identify, analyze, and interpret trends or patterns in complex data sets

Required Candidate Profile

· Pursuing degree in CS, statistics, mathematics or in a highly quantitative field

· Knowledge and experience with statistical packages for analyzing datasets such as Excel, R, Python etc.

· Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy

Who can apply:
Available for part-time (min. 20 hours per week commitment) or full-time internship
Have relevant skills and interests
Can start internship between 1st June'20 and 31st Aug'20
Available for a duration of 3 - 6 months
Recently graduated or are currently pursuing a degree
If interested, please share your resume to hr at lynkit.in

Job Types: Full-time, Part-time",5.0,"Lynkit
5.0",New Delhi,"New Delhi, India",1 to 50 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1
116,Senior Data Analyst Engineer,"Position Summary

The role of a Senior Data Engineer is to design, develop, test, and implement enterprise-wide software applications. Conduct code reviews and testing in ongoing sprints. Gather data from multiple sources, aggregating it in the right formats assuring that it adhere to data quality standards, and assuring that downstream users can get the data quickly. The role manages to develop, construct and maintain architectures such as databases and high scalable data processing systems. Develop processes for data modelling, mining and production data sets. Integrate new data management technologies and software engineering tools into existing structures. Build process to improve data reliability, efficiency and quality.
Organization Grade 3
Position Title Senior Data Analyst Engineer
Department Engineering
Reporting Relationships Associate Manager, Data Engineering
Cross Functional Relationships Software Development, Testing, DBA, Business Intelligence, Analytics
Location Chennai

Critical Business Activities

As a Senior Data Analyst Engineer you (candidate) will be responsible for,
Data modeling, integration, quality and standards, and governance, as well as metadata management, relational and dimensional modeling, and ETL concepts, is required.
Develop new analytical tools and BI products for use by multiple business units and develop code for system integration
Master data management
Track data availability on various servers and maintain the consistency of data across servers.
Manage the production processes owned by the team and ensure the dependant processes are executed without any issues.
Explore and implement the data quality checks wherever required to maintain the quality of the data.
Perform complex data transformations
Maintain consistency and quality of raw and derived variables in the data mart and ensure the availability of it to stakeholders.
Develop and manage the processes and workflows required to add new variables to the data mart and catch them up on historical data sets.
Address performance issues of any scripts and fix them in the most optimized way.
Parsing structured and unstructured data to bring it into tables with all possible variables required for analysis.
Be a part of the team to build data model for new projects.
Competencies and Experience

Technical Skills and Experience
E/B.Tech/MCA graduate with 3+ years of experience in Software Engineering/Data Warehousing.
Expert on any of the programming language (Python, C, Java)
Proficient knowledge of RDBMS concepts and SQL language.
Hands on experience on any of the ETL tools.
Expert understanding of data warehousing concepts, business intelligence and big data management.
Software development in a Linux/Unix environment.
Good understanding of operating systems and computer fundamentals.
Good understanding of NoSQL databases.
Knowledge on Hadoop, Hive, HBase, and Pig scripting is a plus
Competencies Required
Reliability: Gets around large obstacles on their own, finds solutions to most of the technical issues and should be very dependable.
Execution: Ability to present great quality deliverables (designs, code, test cases, etc.) with hardly any iterations/guidance.
Management: Breaks down complex tasks into a daily plan and execute it efficiently. Never lose track of action items and tasks. Should have excellent understanding of their own progress against their plans.
Communication: Communicates complex concepts in terms understandable to other technical and business people.
Leadership: Ability to lead peers in adopting a new process or innovation.
Judgement: Makes expert technical decisions on design and coding tasks. Understands module level impacts of design and coding decisions.",3.9,"Global Analytics
3.9",Chennai,"San Diego, CA",201 to 500 employees,2003,Company - Private,Lending,Finance,₹10 to ₹50 billion (INR),-1
117,Data Analyst,"Hiring Data Analyst for Mumbai with 2-9 years’ experience!!

Type: Full-time

Salary: As per industry standards

Job Roles & Responsibilities: -
Coordinate with Sales Team for the collection of sales data
Analysis of data – Activation, Acumen, Online Audit, Market Samples, Offline Audit
Generates Reports highlighting discrepancies in sales orders
Distribution sales experience of 1-2 years
Have experience on customer insights and sales insights
Communicates the discrepancies by seeking clarification from respective BDM/Stake Holder
Compiles the explanation and sends to Team lead for recommended action
Communicates recommended action to the stake holders
Collects proof of implementation for recommended action, escalates
Generates Daily/Weekly/Monthly action taken reports
Prepare Dashboards and flash the same to the sales team and respective stake holders
Education: Graduate/ Postgraduate- Regular, with Good academic record.

Required Skills Mandatory: handling MIS, sales coordination, data analysis, data presentation

POC: Priyanka Goel (7303582699)

Job Type: Full-time

Salary: ₹200,000.00 to ₹500,000.00 /year

Experience:
work: 2 years (Preferred)
total work: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Yes",3.5,"Channelplay Ltd
3.5",Mumbai,"Gurgaon, India",1001 to 5000 employees,2006,Company - Private,Advertising & Marketing,Business Services,₹1 to ₹5 billion (INR),"Denave, V5 Global, TracyLocke"
118,Data Analyst,"Roles and Responsibilities:
Analyse complex data sets and convert them into the information which drives business decisions
Design and develop ETL workflows and datasets to be used by Leni
Write Complex SQL queries on multiple tables using complex joins
Perform end to end Data validation
Interact with business users, Data Scientists and understand their requirements

Skills Required:
2+ years of experience in writing high quality, maintainable SQL, NoSQL queries on large datasets
Solid experience in data transformation, analysis, data preparation using tools like Alteryx, Wrangler, Paxata, Datameer etc;
Good understanding of Star, Snowflake Schema and data models in existing data warehouse
Experience with cloud data warehouses like Redshift, Azure SQL DW, Snowflake, Google Big Query
Knowledge in BI tools like Tableau, Qlik, Power BI etc;
Ability to write code in Python, R
Exposure in Big data Technologies (hadoop, spark, etc.)
Knowledge in Elasticsearch & Kibana, REST APIs
Certifications in Data and Analytics software, Database, Business Intelligence will be good to have",3.5,"Lymbyc Solutions
3.5",Bengaluru,"Bengaluru, India",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
119,Data Analyst,"The Applications Development Senior Programmer Analyst is an intermediate level position responsible for participation in the establishment and implementation of new or revised application systems and programs in coordination with the Technology team. The overall objective of this role is to contribute to applications systems analysis and programming activities.

Responsibilities:
Conduct tasks related to feasibility studies, time and cost estimates, IT planning, risk technology, applications development, model development, and establish and implement new or revised applications systems and programs to meet specific business needs or user areas
Monitor and control all phases of development process and analysis, design, construction, testing, and implementation as well as provide user and operational support on applications to business users
Utilize in-depth specialty knowledge of applications development to analyze complex problems/issues, provide evaluation of business process, system process, and industry standards, and make evaluative judgement
Recommend and develop security measures in post implementation analysis of business usage to ensure successful system design and functionality
Consult with users/clients and other technology groups on issues, recommend advanced programming solutions, and install and assist customer exposure systems
Ensure essential procedures are followed and help define operating standards and processes
Serve as advisor or coach to new or lower level analysts
Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency.
Qualifications:
5-8 years of relevant experience
Experience in systems analysis and programming of software applications
Experience in managing and implementing successful projects
Working knowledge of consulting/project management techniques/methods
Ability to work under pressure and manage deadlines or unexpected changes in expectations or requirements
Education:
Bachelors degree/University degree or equivalent experience
This job description provides a high-level review of the types of work performed. Other job-related duties may be assigned as required.
Experience in Equities Trading Flows, proficient cross- equities domain knowledge
Strong SQL experience, programming skills specific to data analysis and adhoc data extraction
Solid understanding of FIX/ FpML Knowledge of security, market data and reference data
Experience in client facing business management roles. Experience on running workshops with business and technology stakeholders
Proven Track record as business analyst performing requirements definition, functional design, preparation of test scripts, and implementation;
Preferable -Experience in message oriented/message driven applications and architectures
Excellent analytical and process-based skills, i.e. process flow diagrams, business modelling, and functional design;
Experience in order management systems
Familiarity with Listed Derivatives, Future/Options will be a plus
Proficient in using MS Excel to manipulate data and derive conclusions
Ability to own delivery/reported issues to completion.
Right attitude to gel well with the technology team locally/globally
The candidate should have the ability to work on multiple projects at any given time
Awareness of Project Management tools such as MS Project, Collabnet (Team forge)
Willingness to work in fast moving environment and deliver solid technical solutions
Desirable skills Development /coding experience with Python/R/Machine Learning.
-------------------------------------------------

Grade :All Job Level - All Job FunctionsAll Job Level - All Job Functions - IN

------------------------------------------------------

Time Type :

------------------------------------------------------

Citi is an equal opportunity and affirmative action employer.
Minority/Female/Veteran/Individuals with Disabilities/Sexual Orientation/Gender Identity.

Citigroup Inc. and its subsidiaries (""Citi) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity CLICK HERE.

To view the ""EEO is the Law"" poster CLICK HERE. To view the EEO is the Law Supplement CLICK HERE.
To view the EEO Policy Statement CLICK HERE.
To view the Pay Transparency Posting CLICK HERE.",3.5,"Citibank
3.5",Pune,"Elk Grove Village, IL",5001 to 10000 employees,-1,Subsidiary or Business Segment,Lending,Finance,₹1 to ₹5 billion (INR),-1
120,Data Analyst (Commercial Pharma),"Data Analyst (Commercial Pharma)
Greetings from P360!!
The Analyst will support Sales Force Effectiveness and/or Marketing Science business unit by taking a lead role on projects, as well as mentoring junior staff development with minimal supervision from manager or senior staff.
Location: Remote Location/Work from Home.
Job Title: Data Analyst
Experience: 4-6 years of relevant work experience
Key responsibilities:
Work with clients to understand their analytics and business needs for developing and delivering solutions that will provide critical insights through sophisticated quantitative analyses and data modelling.
Deliver operational analytics, sales operations or business technology oriented projects for sales operations teams within the Life Science industry.
Projects will be primarily related to (but not limited to) incentive compensation, customer targeting, and call planning (response model based), sales force design, promotion evaluation, ad-hoc analysis and reporting.
Apply advanced statistical, econometric and optimization models and algorithms to real-world business problems.
Work hands-on with client business teams with limited or no supervision.
Make presentations and recommendations to clients on optimal customers, sales, and marketing strategies and tactics.
Design project plans and manage client expectations and communication plans for project delivery.
Create documents such as business requirements, functional requirements, business rules, analytics plans, quality checklists, etc. for use by both internal and external customers.
Contribute in business development efforts by creating sales pitches, case studies, solutions for business problems
Mentor junior staff

Qualifications:
Education/Experience
BE/BS Degree or equivalent experience required in Statistics, Computer Science, Information Technology, or any other healthcare related major with quantitative background is preferred. Advanced degree in a relevant area is desirable but not necessary.
3+ years of related experience in Sales/Brand analytics, commercial operations
Sales Operations experience directly in life sciences is significantly valuable.
Skills:
Knowledge of various data source such as Xponent, APLD, DDD, HCOS (from IMS or Symphony), Specialty Data, Calls, Sample, Claims, etc.
Analytical problem solving skills, able to identify and link patterns among data sets, analyze and extrapolate market trends and patterns, and to distill large data sets into meaningful information
In-depth understanding of purpose and process of certain areas in Sales Force Effectiveness and Market Sizing, as well as of the linkage between other business areas. Must be able to assess the impact of other areas and provide business and technical solutions.
Strong presentation skills, good at developing and presenting findings and recommendations from analysis and reporting to key internal and external customers.
Effective oral and written communication skills that enable personal impact with senior-level decision makers
Able to manage multiple projects, priorities, resources and timeline
Strong attention to detail, with a quality-focused mindset
Experience working with US pharma/Bio-Pharma Clients
Promotes and generates innovation and cooperation within and cross teams (onsite-offsite) to achieve a collective outcome.
P360
P360 is a Microsoft Gold Partner and leading provider of technical solutions for the life sciences industry. At P360, our team leverages over 25 years of industry expertise to guide life science companies in defining and executing commercial and clinical strategy. Built on Microsoft’s cloud platform to facilitate a successful digital transition to Pharma 3.0—a patient-centric, high-capability commercial business strategy. When companies partner with P360, organizations access a vast array of cutting-edge, business-enhancing solutions and services that drive your capabilities far beyond your competitors in the marketplace.",4.8,"P360
4.8",Mumbai,"Piscataway, NJ",51 to 200 employees,2015,Company - Private,IT Services,Information Technology,₹500 million to ₹1 billion (INR),-1
121,Data Analyst,"Responsibilities :
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
Acquire data from primary or secondary data sources and maintain databases/data systems
Identify, analyze, and interpret trends or patterns in complex data sets
Work with management to prioritize business and information needs
Create intelligent and informative written and visual reports or dashboards
As part of the client account team, communicate and meet with clients to deliver and present reports
Progression and support of departmentâ€™s BI capabilities
Market analysis metrics

Skills & Competencies :
Proven working experience as a Data Analyst or Business Data Analyst
Technical expertise regarding data models, database design development, data mining and segmentation techniques
Experience in using statistical techniques in a business environment.
Knowledge of statistics and experience using statistical packages for analyzing data-set.
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Knowledge of Data Science/Python, ML, Data Modelling, Statistics, SQL, DBMS
00-3.00 Years",-1,Raju(Proprietor of Raysoft Technologies),Chennai,-1,-1,-1,-1,-1,-1,-1,-1
122,Data Analyst Executive,"Roles and Responsibilities:
Accurate timely generation of reports.
Keeping the report data bank ready for any requests received from time to time.
Coordinating with sales and marketing team for the data.
Knowledge of Google Sheets advance.
Data Collection, Analysis, and Updation.

What’s In It For You?

Be part of a fast growing Startup that is part of ATDC, a Georgia Institute of Technology, based startup incubator in Atlanta GA USA.
Work in exciting latest mobile/IOT/Wearable technologies and in the most happening Supply Chain domain
Ability to be promoted at a fast pace as the company grows.
Company provided MacBook Pro & free snacks.
Results Only Work Environment.",4.7,"SMART GLADIATOR
4.7",Chennai,"Atlanta, GA",1 to 50 employees,2013,Company - Private,Computer Hardware & Software,Information Technology,₹100 to ₹500 million (INR),-1
123,Data Analyst,"Work Experience
Candidate with 1-3 Years of work experience of Charges/ Payment Posting in US Healthcare with RCM Company.",-1,Nath Outsourcing Solutions,Nagar,-1,-1,-1,-1,-1,-1,-1,-1
124,Data Analyst,"Looking for a Data Analyst (Freshers only) to Analyze data and communicate results to client, often with the aid of Automation techniques and software.

Responsibilities and Duties:
Develop data mining processes for large data files.
Getting the data collected from various sources.
Assess accuracy of new data sources and data gathering techniques.
Processing, cleansing, and verifying the integrity of data used for analysis.
Skills Required:
Qualification - Any degree
Experience - Freshers only
Excellent Analytical and Statistical skill.
Good English communication skills.
Must be able to learn, understand, and apply new technologies.
Work location: Trivandrum

Job Type: Full-time

Education:
Bachelor's (Preferred)",-1,ACUWIN INNOVATIONS Pvt Ltd.,Thiruvananthapuram,-1,-1,-1,-1,-1,-1,-1,-1
125,Digital Data Analyst Intern,"Key Responsibilities:
Use google analytics and other analytics software for data mining and analysis.

Well versed with social media tools like LinkedIn, Facebook, Twitter.

Establishing statistical validity of the data, conducting hypothesis testing (using R/Python/Excel as required)

Conducting exploratory analysis on the data and providing actionable insights

Building reports in Excel, Tableau Looker etc.

Working upon day-to-day data analysis requirements, data visualization, and any data and reporting requirements

Implement new algorithms for optimization, recommendation, attribution and emerging real-time consumer analytics.

Preparing and maintaining master report for entire set of activities, including daily activity, daily spends of SMM SEM Campaigns Client wise etc

Communicate & Coordinate with internal teams for various data requirements

Reports preparation, maintenance of data, making reports in Google excel Sheet.

Admin Data Management.

Criteria:
Any UG / Graduate

Excellent communication skills

Should be well versed with MS-Office

Should be a team player, quick learner

He / She be able to deliver under tight deadlines

He / She be able to take initiatives and responsibilities of his / her work

Perks:
Certificate, Letter of recommendation, 5 days a week.",1.0,"DG7
1.0",Vasai,"Mumbai, India",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
126,Data Research Analyst,"0 - 2 Years
Nasik
Job Description
We are looking for an freshers/experienced data analyst for collating and managing financial information. The primary responsibility will be for collating and managing financial data, developing reports, and troubleshooting data issues. The analyst should be conversant with various accounting standards, needs a fine eye for detail, as well as good understanding of the popular data analysis tools and databases.

Required Candidate profile

Roles & Responsibilities
Collation of company’s financial information along with other fundamental data from different regulatory sources and company website
Detailed study about notes to financial statements
Developing a thorough understanding of the various filing nomenclature of countries under coverage
Standardization of financial statements as per different accounting standards
Assisted team members in resolving technical issues and financial data queries
Drive continuous improvement within the process through quality initiatives
JD / Skills Sets
Experience with financial reporting requirements
Willing to explore and learn new technologies
Strong problem resolution skills, testing and debugging skills
Good command on English
Able to prioritize responsibilities and adhere to deadlines
Sound understanding of various accounting standards such as GAAP, IFRS, etc. would be an added advantage
Knowledge of Python, XML is an added advantage
Keyskills
Accounting Standards
US GAAP
IFRS
financial statements
Python
Desired Candidate Profile
Please refer to the Job description above

Education-

UG:B.Com - Commerce

Company Profile

DECIMAL POINT ANALYTICS PRIVATE LIMITED

Decimal Point Analytics is a technology-enabled Data and Analytics company focussed on the Financial Services Industry.",3.6,"Decimal Point Analytics
3.6",Nashik,"Mumbai, India",51 to 200 employees,-1,Company - Private,Financial Analytics & Research,Finance,Unknown / Non-Applicable,-1
127,Data Analyst,"Parity Computing , a unit of RELX/Elsevier, is inviting applications for data analyst positions for its OrgDB product to curate organization metadata and name variants to help produce excellent organization publication profiles. The work involves investigating research organizations and their structure to extract and normalize data, interpreting the metadata policies, deciding the best approach to curate the data, and analyzing the impact of curation on organization publication profiles. We are looking for individuals who can conduct excellent research, work independently, and pay attention to detail. Premium is placed on those individuals who can produce a high-quality content.

Parity’s OrgDB product is the leading authoritative database of the world’s research producing organizations. OrgDB powers STM industry applications for characterizing organizations and accurately attributing their research works.

Required skills

Able to think analytically, use a systematic and logical approach to analyze data, problems and situations.,

Familiarity with scientific research, publications, universities and research organizations,

Ability to perform independent research on topics related to the structure of and relationships among universities and research organizations,

Ability to think abstractly and collect and classify entities such as person and organization names, organizational structure, scientific expertise, and related entities,

Ability to interpret policies, follow them consistently, develop positive and negative examples for each policy, and assist in fine tuning policies

Ability to assess the quality, completeness, and other characteristics of the content

Preferred qualifications

Post Graduation
Outstanding oral and written communication skills
Skills in working with databases, software tools, and modeling languages such as XML.
Demonstrated ability to meet deadlines
Excellent planning, organizational, and time management skills.
Ability to work under pressure and meet deadlines
Elsevier is an equal opportunity employer: qualified applicants are considered for and treated during employment without regard to race, color, creed, religion, sex, national origin, citizenship status, disability status, protected veteran status, age, marital status, sexual orientation, gender identity, genetic information, or any other characteristic protected by law. If a qualified individual with a disability or disabled veteran needs a reasonable accommodation to use or access our online system, that individual should please contact 1.877.734.1938 or accommodations@relx.com.

Elsevier is a global information analytics business that helps institutions and professionals progress science, advance healthcare and improve performance for the benefit of humanity. We help researchers make new discoveries, collaborate with their colleagues, and give them the knowledge they need to find funding. We help governments and universities evaluate and improve their research strategies. We help doctors save lives, providing insight for physicians to find the right clinical answers, and we support nurses and other healthcare professionals throughout their careers.Elsevier provides digital solutions and tools in the areas of strategic research management, R&D performance, clinical decision support, and professional education; including ScienceDirect, Scopus, SciVal, ClinicalKey and Sherpath. Elsevier publishes over 2,500 digitized journals, including The Lancetand Cell, more than 35,000 e-book titles and many iconic reference works, including Gray?s Anatomy. Elsevier is part of RELX Group, a global provider of information and analytics for professionals and business customers across industries. Elsevier employs over 7,000 people in more than 70 offices worldwide. We are an employer of choice, attracting and developing talented and creative people who thrive in a challenging and fast-paced environment. We offer an excellent compensation and benefits package as well as a real opportunity for career growth in a growing organization.",3.7,"RELX Group
3.7",Bengaluru,"London, United Kingdom",10000+ employees,1880,Company - Public,Enterprise Software & Network Solutions,Information Technology,₹500+ billion (INR),-1
128,Data Analyst,"Key Responsibilities and duties include:

· using advanced computerized models to extract the data needed

· removing corrupted data

· performing an initial analysis to assess the quality of the data

· performing further analysis to determine the meaning of the data

· performing a final analysis to provide additional data screening

· preparing reports based on analysis and presenting to management

Key skills for a data analyst

· A high level of mathematical ability

· Programming languages, such as SQL, Oracle, and Python

· The ability to analyze, model and interpret data

· Problem-solving skills

· A methodical and logical approach

· The ability to plan work and meet deadlines

· Accuracy and attention to detail

· Interpersonal skills

· Teamworking skills

· Written and verbal communication skills

Job Types: Full-time, Contract

Salary: ₹150,000.00 to ₹200,000.00 /year

Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)",-1,TGC Technologies Pvt Ltd,Pune,"Pune, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
129,"Data Analytics- Interns, Data Analysts","The Data Analytics team is the lead generation team at CX. You will analyze lot of complex data which in turn can be used by the Recruitment team. This “go getter” team will generate lot of prospective leads which in turn can be utilized and converted to successful sales in the end. Keeping track of the hiring ecosystem of our clients and be involved in market research. Companies hiring “A+ talent”, paying above market compensation and latest technologies, all will be on the radar.

Qualification

Eye for details
Organized, research oriented
Graduates / MBA",-1,CareerXperts.com,Bengaluru,"Bangalore, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
130,"Data Analyst : Consumer Products, Intern (Remote)","Hi,

This is Samvid, co-founder and product lead. I wanted this to be a bit informal, so I'm just gonna talk here instead of creating a document.

Job Location: Gurgaon, Currently Remote due to Coronavirus Indefinitely

Compensation: 0 - 10,000/month

Our Vision

We're looking to recruit for the core team of our funded startup.

Less than 1% of people complete their New Year's resolution. Less than 9% do something about it after the first week.

We believe that the main challenge of our times is self-regulation and self discipline. For this, technology should be a solution and not the primary cause for distractions. We want to tackle this by using behavioural psychology, AI & games to help achieve our goals through small, byte sized habits.

Learn more about our product & vision here : http://bit.ly/AtmVsn

Who We Are

We have experience in building products as a core part of other startups (nearbuy, Limetray) and have used these opportunities to understand how to build technology businesses from the grounds-up. Gaurav and I are founders, and batchmates from NSIT CS, batch of 2013.

Who We Are Looking For

We are a team of about 5 right now and are looking to expand to 15. We need people across product, engineering and design. The way we see everyone's role at Atom is that everyone has a core competency which will be their primary responsibility, beyond which, each person has the right to choose to do more than just their role. We distribute tasks democratically and we will continue to do that as part of our culture.

Why should you join ?

The main takeaway for people wouldn't be the pay, if money is in your top three motivations to apply, I would discourage you from applying. We are at a point where we want to figure out product-market fit and as part of a small organisation you learn how to do that. Additionally, you will learn how to build and launch a consumer product for the western market, how to setup a team for a startup and more ownership in your field of work. Unless these aren't your priority, or if our vision doesn't appeal to you I would recommend against this profile.

Interview Process

We do this quite differently, for reasons that seem obvious to us. Basis your CV, we will have a video-call. Post that, we usually like people to come on board with us for 2-3 weeks and work with us. If you're already working, you can do this on weekends. We've seen this work well for us in previous startups mostly because it really helps us understand each other in terms of vision, culture and how we approach problems. This will definitely be more than an employer-employee relationship and we know that first 5-10 people in a startup are absolutely critical, perhaps even more so than founders. This ""trial"" helps both parties sort of de-risk the process.

If you've made it this far, congratulations. You've more focus than the majority. Let's finally get into the actual day-to-day

Responsibilities

Own and manage what to measure and what data to look out, in order to make the organisation more data-informed
Work to prepare experiments and targets for every product launch
Identifying what to measure, and the best way to do so through tools like Google Analytics, Amplitude, Mixpanel etc.
Understanding and working with data visualisation tools like tableau to enable teams to take better decision
Desired Skills and Experience

We've been thinking about who we want to work with, and how we want the company culture to be quite deeply. Though this is something that we know will change, we want to make it as explicit. View our values here : http://bit.ly/AtmCltr

Data Analysis
SQL
Python
If all this seems appealing to you, you can apply here.",3.7,"Atom
3.7",Gurgaon,"Coimbatore, India",1 to 50 employees,2007,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
131,Data Analyst,"Essential qualification & experience :
Qualification: Any undergraduate / postgraduate degree or equivalent

Experience: Minimum 5 years of experience

Responsibilities:
Interpret data, analyze results using statistical techniques and provide ongoing reports
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
Acquire data from primary or secondary data sources and maintain databases/data systems
Identify, analyze, and interpret trends or patterns in complex data sets
Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
Work with management to prioritize business and information needs
Locate and define new process improvement opportunities

Requirements:
Proven working experience as a data analyst or business data analyst
Technical expertise regarding data models, database design development, data mining and segmentation techniques
Strong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL etc), programming (XML, Javascript, or ETL frameworks)
Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc)
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Adept at queries, report writing and presenting findings",3.4,"Alliance University
3.4",Bengaluru,"Bangalore, India",501 to 1000 employees,-1,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable,-1
