,Company Name,Job Title,Salary
0,"ICMR- National Institute for Research in Tuberculosis
3.4",Consultant,₹55K - ₹59K
1,"ICMR- National Institute for Research in Tuberculosis
3.4",Research Assistant,₹24K - ₹26K
2,"ICMR- National Institute for Research in Tuberculosis
3.4",Senior Research Fellow,₹26K - ₹28K
3,"NetApp
4.1",Programmer Analyst,"₹ 10,72,967"
4,"NetApp
4.1",Member Of Technical Staff II,"₹ 12,78,386"
5,"NetApp
4.1",MTS3,"₹ 19,75,830"
6,"NetApp
4.1",Member Of Technical Staff III,"₹ 18,93,718"
7,"NetApp
4.1",MTS2,"₹ 12,80,775"
8,"Scienaptic Systems
3.5",Data Scientist,"₹ 13,75,235"
9,"Scienaptic Systems
3.5",Software Engineer,"₹ 19,75,830"
10,"Scienaptic Systems
3.5",Devops Engineer,₹847K - ₹933K
11,"Scienaptic Systems
3.5",Company Secretary,₹770K - ₹827K
12,"Amazon
4.2",Software Development Engineer,"₹ 14,77,690"
13,"Amazon
4.2",Software Development Engineer I,"₹ 15,51,897"
14,"Amazon
4.2",Software Development Engineer,"₹ 43,061/mo"
15,"Amazon
4.2",SDE1,"₹ 13,98,718"
16,"Amazon
4.2",Customer Service Associate,"₹ 2,43,027"
17,"Anaxee Digital Runners Pvt Ltd
4.0",-1,-1
18,"Amazon
4.2",Software Development Engineer,"₹ 14,77,690"
19,"Amazon
4.2",Software Development Engineer I,"₹ 15,51,897"
20,"Amazon
4.2",Software Development Engineer,"₹ 43,061/mo"
21,"Amazon
4.2",SDE1,"₹ 13,98,718"
22,"Amazon
4.2",Customer Service Associate,"₹ 2,43,027"
23,"NetApp
4.1",Member Of Technical Staff II,"₹ 12,78,386"
24,"NetApp
4.1",MTS3,"₹ 19,75,830"
25,"NetApp
4.1",Member Of Technical Staff III,"₹ 18,93,718"
26,"NetApp
4.1",MTS2,"₹ 12,80,775"
27,"NetApp
4.1","Member Technical Staff, Software","₹ 13,03,594"
28,zBliss Technologies,-1,-1
29,"Accenture
3.9",Software Engineer,"₹ 5,29,734"
30,"Accenture
3.9",Associate Software Engineer,"₹ 3,84,916"
31,"Accenture
3.9",Senior Software Engineer,"₹ 8,19,983"
32,"Accenture
3.9",Team Lead,"₹ 12,00,000"
33,"Accenture
3.9",Associate Manager,"₹ 18,48,774"
34,"Vitrana
4.9",Senior Software Engineer,₹862K - ₹941K
35,"Vitrana
4.9",IPC,₹104K - ₹112K
36,"Vitrana
4.9",Senior Software Developer,"₹1,012K - ₹1,106K"
37,"Vitrana
4.9",QA Engineer,₹25K - ₹26K
38,"Vitrana
4.9",Consulting Analyst,"₹1,992K - ₹2,125K"
39,"Amazon
4.2",Program Manager,"₹ 16,70,290"
40,"Amazon
4.2",Program Manager,"₹ 1,16,560/mo"
41,"Amazon
4.2",Senior Program Manager,"₹ 31,51,988"
42,"Amazon
4.2",Program Manager II,"₹ 18,38,148"
43,"Amazon
4.2",Technical Program Manager,"₹ 27,92,948"
44,"Vitrana
4.9",Senior Software Engineer,₹862K - ₹941K
45,"Vitrana
4.9",IPC,₹104K - ₹112K
46,"Vitrana
4.9",Senior Software Developer,"₹1,012K - ₹1,106K"
47,"Vitrana
4.9",QA Engineer,₹25K - ₹26K
48,"Vitrana
4.9",Consulting Analyst,"₹1,992K - ₹2,125K"
49,"Crimson Interactive
3.2",Associate Research Editor,"₹ 25,294/mo"
50,"Crimson Interactive
3.2",Manager,"₹ 1,01,731/mo"
51,"Crimson Interactive
3.2",Project Coordinator,"₹ 3,57,095"
52,"Crimson Interactive
3.2",Editor,"₹ 30,227/mo"
53,"Crimson Interactive
3.2",Software Engineer,₹287K - ₹481K
54,"Philips
3.9",Senior Software Engineer,"₹ 9,99,093"
55,"Philips
3.9",Technical Specialist,"₹ 14,02,079"
56,"Philips
3.9",Software Engineer,"₹ 7,52,105"
57,"Philips
3.9",Senior Technical Specialist,"₹ 19,90,874"
58,"Philips
3.9",Intern,"₹ 23,396/mo"
59,"Dell Technologies
4.1",Software Engineer,"₹ 8,05,727"
60,"Dell Technologies
4.1",Senior Software Engineer,"₹ 15,71,358"
61,"Dell Technologies
4.1",Senior Analyst,"₹ 9,93,214"
62,"Dell Technologies
4.1",Principal Software Engineer,"₹ 23,46,589"
63,"Dell Technologies
4.1",Software Development Analyst,"₹ 5,82,799"
64,"TTEC
3.4",Customer Service Representative,"₹ 24,171/mo"
65,"TTEC
3.4",Fraud Analyst,₹19K - ₹24K
66,"TTEC
3.4",Click To Chat Representative,₹24K - ₹26K
67,"TTEC
3.4",Fraud Prevention Analyst,₹26K - ₹30K
68,"TTEC
3.4",Chat Associate,₹24K - ₹26K
69,Indian Institute of Technology (IIT) Ahmedabad,-1,-1
70,"Bloom Consulting Services
4.8",-1,-1
71,smart4talent,-1,-1
72,"DTCC
3.4",Software Engineer,₹753K - ₹812K
73,"DTCC
3.4",Senior Software Engineer,₹88K - ₹94K
74,"DTCC
3.4",Senior Software Engineer,"₹1,617K - ₹1,725K"
75,"DTCC
3.4",Lead Engineer,"₹2,149K - ₹2,361K"
76,"DTCC
3.4",Java Developer,₹463K - ₹505K
77,"Unacademy
4.2",Educator,"₹ 35,749/mo"
78,"Unacademy
4.2",Associate Product Manager,"₹1,194K - ₹1,308K"
79,"Unacademy
4.2",IPKM,₹10K - ₹272K
80,"Unacademy
4.2",Learner Relationship Manager,₹472K - ₹578K
81,"Unacademy
4.2",Associate Category Lead,₹436K - ₹640K
82,"e-con Systems
3.2",Project Engineer,"₹ 4,99,399"
83,"e-con Systems
3.2",Project Engineer,"₹ 54,613/mo"
84,"e-con Systems
3.2",Hardware Engineer,₹467K - ₹563K
85,"e-con Systems
3.2",Project Engineer- Software,₹41K - ₹56K
86,"e-con Systems
3.2",Software Engineer,₹91K - ₹97K
87,"Live Connections
4.0",Lead Consultant,"₹ 23,368/mo"
88,"Live Connections
4.0",Executive,₹13K - ₹15K
89,"Live Connections
4.0",Sales Manager,₹27K - ₹29K
90,"Live Connections
4.0",Inventory Associate,₹41K - ₹44K
91,"Live Connections
4.0",HR- Consultant,"₹1,143K - ₹1,219K"
92,"Noon Academy
4.1",User Experience Designer,₹857K - ₹944K
93,"Noon Academy
4.1",SDE2,"₹1,467K - ₹1,586K"
94,"Noon Academy
4.1",Construction Business Manager,"₹2,374K - ₹2,533K"
95,"Noon Academy
4.1",Agent Counselor,₹29K - ₹31K
96,"Noon Academy
4.1",Ios,₹29K - ₹31K
97,"Amazon
4.2",Software Development Engineer I,"₹ 15,47,463"
98,"Amazon
4.2",Software Development Engineer I,"₹ 36,962/mo"
99,"Amazon
4.2",Software Development Engineer In Test I,"₹ 14,66,830"
100,"Amazon
4.2",Software Development Engineer I Intern,"₹ 38,627/mo"
101,"Amazon
4.2",Software Development Engineer In Test I,"₹ 1,05,549/mo"
102,Eminence Core Solutions LLP,-1,-1
103,Eminence Core Solutions LLP,Senior Applied Data Scientist,"₹ 11,31,978"
104,Eminence Core Solutions LLP,Senior Applied Data Scientist,₹94K - ₹102K
105,Eminence Core Solutions LLP,Senior Analyst,"₹ 11,11,448"
106,Eminence Core Solutions LLP,Analyst,"₹ 10,45,378"
107,Eminence Core Solutions LLP,Analysis Manager,"₹ 22,64,748"
108,"upGrad Education Private Limited
3.5",Admissions Counselor,"₹ 6,85,000"
109,"upGrad Education Private Limited
3.5",Content Strategist,"₹ 14,05,379"
110,"upGrad Education Private Limited
3.5",Intern,"₹ 39,277/mo"
111,"upGrad Education Private Limited
3.5",Admission Counselor,"₹ 5,98,221"
112,"upGrad Education Private Limited
3.5",Senior Admissions Counselor,"₹ 8,91,867"
113,Icubespro,Senior Software Engineer,₹36K - ₹40K
114,"Farfetch
3.8",-1,-1
115,"upGrad Education Private Limited
3.5",Admissions Counselor,"₹ 6,85,000"
116,"upGrad Education Private Limited
3.5",Content Strategist,"₹ 14,05,379"
117,"upGrad Education Private Limited
3.5",Intern,"₹ 39,277/mo"
118,"upGrad Education Private Limited
3.5",Admission Counselor,"₹ 5,98,221"
119,"upGrad Education Private Limited
3.5",Senior Admissions Counselor,"₹ 8,91,867"
120,"Codifyd
4.1",Senior Software Engineer,"₹1,370K - ₹1,494K"
121,"Codifyd
4.1",Team Leader,"₹1,919K - ₹2,064K"
122,"Codifyd
4.1",Sales Representative,₹653K - ₹708K
123,"Codifyd
4.1",Solutions Consultant,₹19K - ₹21K
124,"Hewlett Packard Enterprise
4.2",Software Engineer,"₹ 7,85,868"
125,"Hewlett Packard Enterprise
4.2",Technical Solutions Consultant,"₹ 6,77,428"
126,"Hewlett Packard Enterprise
4.2",Software Developer,"₹ 4,79,837"
127,"Hewlett Packard Enterprise
4.2",Senior Software Engineer,"₹ 12,49,955"
128,"Hewlett Packard Enterprise
4.2",Technology Consultant,"₹ 5,69,171"
129,"Cargill
3.9",Senior Associate,"₹ 5,30,241"
130,"Cargill
3.9",Process Specialist,"₹ 6,97,924"
131,"Cargill
3.9",Management Trainee,₹372K - ₹860K
132,"Cargill
3.9",Sales Executive,₹320K - ₹429K
133,"Cargill
3.9",AREA SALES MANAGER,₹50K - ₹63K
134,"EY
3.8",Consultant,"₹ 10,38,699"
135,"EY
3.8",Senior Consultant,"₹ 14,66,987"
136,"EY
3.8",Analyst,"₹ 4,57,526"
137,"EY
3.8",Manager,"₹ 22,48,483"
138,"EY
3.8",Associate Consultant,"₹ 7,23,093"
139,"AstraZeneca
3.9",Consultant,"₹ 9,20,719"
140,"AstraZeneca
3.9",Software Engineer,"₹ 6,72,739"
141,"AstraZeneca
3.9",Senior Consultant,"₹ 11,50,367"
142,"AstraZeneca
3.9",Senior Software Engineer,"₹ 10,06,385"
143,"AstraZeneca
3.9",Engineer,"₹ 7,11,299"
144,F5websolutions,-1,-1
145,"Research Grid Ltd
3.8",-1,-1
146,Forever Placement,-1,-1
147,Nath Outsourcing Solutions,-1,-1
148,"Daimler
4.2",Manager,"₹ 12,82,158"
149,"Daimler
4.2",Manager,"₹ 29,796/mo"
150,"Daimler
4.2",Senior Manager,"₹1,647K - ₹2,345K"
151,"Daimler
4.2",Mechanical Engineer,₹39K - ₹63K
152,"Daimler
4.2",Assistant Manager,"₹1,050K - ₹1,140K"
153,"Mercedes-Benz Research and Development India Private Limited
3.5",Senior Engineer,"₹ 10,41,183"
154,"Mercedes-Benz Research and Development India Private Limited
3.5",Engineer,"₹ 8,63,164"
155,"Mercedes-Benz Research and Development India Private Limited
3.5",Product Design Engineer,"₹ 7,74,601"
156,"Mercedes-Benz Research and Development India Private Limited
3.5",Principal Consultant,"₹ 15,69,725"
157,"Mercedes-Benz Research and Development India Private Limited
3.5",Senior Consultant,"₹ 11,89,160"
158,"Thoucentric
4.8",Consultant,"₹ 20,88,735"
159,"Thoucentric
4.8",Program Manager,"₹ 26,40,138"
160,"Thoucentric
4.8",Data Scientist,"₹ 6,96,046"
161,"Thoucentric
4.8",Senior Consultant,"₹1,696K - ₹1,993K"
162,"Thoucentric
4.8",Project Manager,"₹1,401K - ₹1,500K"
163,"Hitwicket
4.3",Data Analyst,₹582K - ₹635K
164,"Hitwicket
4.3",Data Analyst,₹16K - ₹17K
165,"Hitwicket
4.3",Software Developer,"₹579K - ₹1,034K"
166,"Hitwicket
4.3",Software Development Engineer,₹594K - ₹642K
167,"Hitwicket
4.3",Internship,₹19K - ₹20K
168,"EY
3.8",Consultant,"₹ 10,38,699"
169,"EY
3.8",Senior Consultant,"₹ 14,66,987"
170,"EY
3.8",Analyst,"₹ 4,57,526"
171,"EY
3.8",Manager,"₹ 22,48,483"
172,"EY
3.8",Associate Consultant,"₹ 7,23,093"
173,"EY
3.8",Consultant,"₹ 10,38,699"
174,"EY
3.8",Senior Consultant,"₹ 14,66,987"
175,"EY
3.8",Analyst,"₹ 4,57,526"
176,"EY
3.8",Manager,"₹ 22,48,483"
177,"EY
3.8",Associate Consultant,"₹ 7,23,093"
178,"Honeywell
3.8",Senior Engineer,"₹ 10,29,547"
179,"Honeywell
3.8",Tech Lead,"₹ 16,14,797"
180,"Honeywell
3.8",Senior Software Engineer,"₹ 10,53,301"
181,"Honeywell
3.8",Engineer,"₹ 6,68,415"
182,"Honeywell
3.8",Software Engineer,"₹ 6,95,749"
183,Imurgence,-1,-1
184,"Toppr
3.1",Academic Consultant,"₹ 26,012/mo"
185,"Toppr
3.1",Academic Consultant,"₹ 3,45,770"
186,"Toppr
3.1",Software Engineer,"₹ 10,08,981"
187,"Toppr
3.1",Subject Matter Expert,"₹ 4,30,613"
188,"Toppr
3.1",Sales Associate,"₹ 28,649/mo"
189,"Softnautics
3.7",Software Engineer,₹280K - ₹301K
190,"Softnautics
3.7",IPC,₹31K - ₹33K
191,"Softnautics
3.7",Embedded Software Engineer,₹525K - ₹562K
192,"Softnautics
3.7",Sr. Project Manager,"₹2,686K - ₹2,946K"
193,"Softnautics
3.7",ASIC Verification Engineer,₹339K - ₹361K
194,"Spice Money
4.7",Data Analyst,₹485K - ₹520K
195,"Spice Money
4.7",Data Analyst,₹19K - ₹21K
196,"Spice Money
4.7",Software Engineer,₹23K - ₹63K
197,"Spice Money
4.7",Regional Sales Manager,₹688K - ₹932K
198,"Spice Money
4.7",Consulting Hardware Engineer,₹285K - ₹309K
199,"Amazon
4.2",Software Development Engineer,"₹ 14,77,690"
200,"Amazon
4.2",Software Development Engineer I,"₹ 15,51,897"
201,"Amazon
4.2",Software Development Engineer,"₹ 43,061/mo"
202,"Amazon
4.2",SDE1,"₹ 13,98,718"
203,"Amazon
4.2",Customer Service Associate,"₹ 2,43,027"
204,"Bloom Consulting Services
4.8",-1,-1
205,"Invogue
5.0",-1,-1
206,"Morgan Stanley
3.8",Manager,"₹ 18,06,203"
207,"Morgan Stanley
3.8",Senior Associate,"₹ 15,41,019"
208,"Morgan Stanley
3.8",Senior Manager,"₹ 24,54,819"
209,"Morgan Stanley
3.8",Associate,"₹ 8,10,090"
210,"Morgan Stanley
3.8",Senior Manager - IT,"₹ 25,72,871"
211,"CIEL HR Services
4.5",Assistant Manager,"₹ 14,819/mo"
212,"CIEL HR Services
4.5",Consultant,₹28K - ₹30K
213,"CIEL HR Services
4.5",Human Resources Manager,₹16K - ₹17K
214,"CIEL HR Services
4.5",Systems Administrator,₹580K - ₹633K
215,"CIEL HR Services
4.5",General Manager,"₹1,412K - ₹1,540K"
216,"EY
3.8",Consultant,"₹ 10,38,699"
217,"EY
3.8",Senior Consultant,"₹ 14,66,987"
218,"EY
3.8",Analyst,"₹ 4,57,526"
219,"EY
3.8",Manager,"₹ 22,48,483"
220,"EY
3.8",Associate Consultant,"₹ 7,23,093"
221,"Amazon
4.2",Software Development Engineer,"₹ 14,75,291"
222,"Amazon
4.2",Software Development Engineer,"₹ 44,456/mo"
223,"Amazon
4.2",Software Development Engineer I,"₹ 15,51,897"
224,"Amazon
4.2",Software Development Engineer II,"₹ 25,15,809"
225,"Amazon
4.2",Software Development Engineer-II,"₹ 25,75,121"
226,"Morningstar
4.0",Research Data Analyst,"₹ 3,49,229"
227,"Morningstar
4.0",Data Analyst,"₹ 3,51,577"
228,"Morningstar
4.0",Software Engineer,"₹ 1,822.70/hr"
229,"Morningstar
4.0",Data Analyst,"₹ 24,385/mo"
230,"Morningstar
4.0",Research Associate,"₹ 3,66,978"
231,"Swiss Re
3.8",Corporate Actuarial Senior Analyst,"₹1,073K - ₹1,174K"
232,"Swiss Re
3.8",Assistant Vice President,"₹ 22,73,937"
233,"Swiss Re
3.8",Technical Accountant,"₹ 5,77,316"
234,"Swiss Re
3.8",Senior Actuarial Analyst,"₹ 13,25,054"
235,"Swiss Re
3.8",Associate,"₹ 5,28,349"
236,"Morgan Stanley
3.8",Manager,"₹ 18,06,203"
237,"Morgan Stanley
3.8",Senior Associate,"₹ 15,41,019"
238,"Morgan Stanley
3.8",Senior Manager,"₹ 24,54,819"
239,"Morgan Stanley
3.8",Associate,"₹ 8,10,090"
240,"Morgan Stanley
3.8",Senior Manager - IT,"₹ 25,72,871"
241,"Novartis
3.9",Senior Analyst,"₹ 12,23,878"
242,"Novartis
3.9",Manager,"₹ 19,00,000"
243,"Novartis
3.9",Analyst,"₹ 8,77,168"
244,"Novartis
3.9",Business Analyst,"₹ 7,69,557"
245,"Novartis
3.9",Associate Analyst,"₹ 7,22,757"
246,"upGrad Education Private Limited
3.5",Admissions Counselor,"₹ 6,85,000"
247,"upGrad Education Private Limited
3.5",Content Strategist,"₹ 14,05,379"
248,"upGrad Education Private Limited
3.5",Intern,"₹ 39,277/mo"
249,"upGrad Education Private Limited
3.5",Admission Counselor,"₹ 5,98,221"
250,"upGrad Education Private Limited
3.5",Senior Admissions Counselor,"₹ 8,91,867"
251,"Amazon
4.2",Applied Scientist-II,"₹3,816K - ₹4,112K"
252,"Amazon
4.2",Applied Data Scientist,"₹1,887K - ₹2,057K"
253,"Amazon
4.2",Applied Data Scientist,₹44K - ₹47K
254,"Amazon
4.2",Software Development Engineer,"₹ 14,77,690"
255,"Amazon
4.2",Software Development Engineer I,"₹ 15,51,897"
256,"QuinStreet
3.3",Business Data Analyst,₹635K - ₹694K
257,"QuinStreet
3.3",Senior Software Engineer,"₹ 9,79,644"
258,"QuinStreet
3.3",Software Engineer,"₹ 8,18,286"
259,"QuinStreet
3.3",Java Developer,"₹ 5,38,266"
260,"QuinStreet
3.3",Developer,"₹447K - ₹7,646K"
261,"Institutional Shareholder Services Inc
3.2",Associate,"₹ 11,64,860"
262,"Institutional Shareholder Services Inc
3.2",Senior Associate,"₹ 15,27,004"
263,"Institutional Shareholder Services Inc
3.2",Analyst,₹751K - ₹885K
264,"Institutional Shareholder Services Inc
3.2",Associate,₹51K - ₹55K
265,"Institutional Shareholder Services Inc
3.2",Senior Associate,₹52K - ₹55K
266,"XPO Logistics
3.7",Assistant Manager,₹697K - ₹755K
267,"XPO Logistics
3.7",Senior Associate,₹23K - ₹25K
268,"XPO Logistics
3.7",Design Engineer,"₹1,317K - ₹1,428K"
269,"XPO Logistics
3.7",Sales,₹320K - ₹349K
270,"XPO Logistics
3.7",Data Scientist,"₹1,848K - ₹2,029K"
271,"Frost and Sullivan, Inc.
3.1",Senior Research Analyst,"₹ 8,96,986"
272,"Frost and Sullivan, Inc.
3.1",Research Analyst,"₹ 6,44,848"
273,"Frost and Sullivan, Inc.
3.1",Research Associate,"₹ 5,14,343"
274,"Frost and Sullivan, Inc.
3.1",Industry Analyst,"₹ 11,13,527"
275,"Frost and Sullivan, Inc.
3.1",Analyst,"₹ 6,55,263"
276,"GivingForce Limited
1.3",Software Engineer,£62K - £68K
277,"Standard Chartered
3.7",Data Analyst,"₹1,418K - ₹1,544K"
278,"Standard Chartered
3.7",Data Analyst,₹20K - ₹21K
279,"Standard Chartered
3.7",Business Development Manager,"₹ 5,30,241"
280,"Standard Chartered
3.7",Assistant Manager,"₹ 8,43,844"
281,"Standard Chartered
3.7",Relationship Manager,"₹ 7,34,327"
282,"Amazon
4.2",Data Engineer II,"₹ 22,19,018"
283,"Amazon
4.2",Software Development Engineer,"₹ 14,77,690"
284,"Amazon
4.2",Software Development Engineer I,"₹ 15,51,897"
285,"Amazon
4.2",Software Development Engineer,"₹ 43,061/mo"
286,"Amazon
4.2",SDE1,"₹ 13,98,718"
287,Voiceover,-1,-1
288,"Nanobi Data & Analytics
3.0",Software Engineer,"₹ 3,53,494"
289,"Nanobi Data & Analytics
3.0",Software Engineer,₹13K - ₹15K
290,"Nanobi Data & Analytics
3.0",Senior Software Engineer,₹562K - ₹607K
291,"Nanobi Data & Analytics
3.0",Analyst,₹278K - ₹306K
292,"Nanobi Data & Analytics
3.0",Engineer,₹699K - ₹748K
293,"upGrad Education Private Limited
3.5",Admissions Counselor,"₹ 6,85,000"
294,"upGrad Education Private Limited
3.5",Content Strategist,"₹ 14,05,379"
295,"upGrad Education Private Limited
3.5",Intern,"₹ 39,277/mo"
296,"upGrad Education Private Limited
3.5",Admission Counselor,"₹ 5,98,221"
297,"upGrad Education Private Limited
3.5",Senior Admissions Counselor,"₹ 8,91,867"
298,"SAP
4.5",Software Developer,"₹ 10,16,141"
299,"SAP
4.5",Software Engineer,"₹ 9,50,723"
300,"SAP
4.5",Associate Software Developer,"₹ 8,38,929"
301,"SAP
4.5",Developer,"₹ 11,13,425"
302,"SAP
4.5",Senior Software Engineer,"₹ 13,24,109"
303,"Fidelity Investments
4.0",Software Engineer,"₹ 8,07,575"
304,"Fidelity Investments
4.0",Senior Software Engineer,"₹ 13,40,438"
305,"Fidelity Investments
4.0",Software Engineer/Developer,"₹ 9,35,282"
306,"Fidelity Investments
4.0",Lead Software Engineer,"₹ 13,41,550"
307,"Fidelity Investments
4.0",Project Manager,"₹ 27,30,405"
308,"Ruby Seven Studios
3.8",Junior Data Analyst,₹16K - ₹18K
309,"Ruby Seven Studios
3.8",QA Engineer,"₹ 12,574/mo"
310,"Ruby Seven Studios
3.8",Game Programmer,"₹ 22,660/mo"
311,"Ruby Seven Studios
3.8",Developer,₹21K - ₹23K
312,"Ruby Seven Studios
3.8",Developer,₹441K - ₹485K
313,"upGrad Education Private Limited
3.5",Admissions Counselor,"₹ 6,85,000"
314,"upGrad Education Private Limited
3.5",Content Strategist,"₹ 14,05,379"
315,"upGrad Education Private Limited
3.5",Intern,"₹ 39,277/mo"
316,"upGrad Education Private Limited
3.5",Admission Counselor,"₹ 5,98,221"
317,"upGrad Education Private Limited
3.5",Senior Admissions Counselor,"₹ 8,91,867"
318,"Anion Healthcare BPO
3.6",-1,-1
319,Gaddiel Technologies,-1,-1
320,"upGrad Education Private Limited
3.5",Admissions Counselor,"₹ 6,85,000"
321,"upGrad Education Private Limited
3.5",Content Strategist,"₹ 14,05,379"
322,"upGrad Education Private Limited
3.5",Intern,"₹ 39,277/mo"
323,"upGrad Education Private Limited
3.5",Admission Counselor,"₹ 5,98,221"
324,"upGrad Education Private Limited
3.5",Senior Admissions Counselor,"₹ 8,91,867"
325,"Caltyger
4.7",-1,-1
326,"Colgate-Palmolive
3.9",Associate Analyst,"₹ 6,95,971"
327,"Colgate-Palmolive
3.9",Customer Development Officer,"₹ 6,29,463"
328,"Colgate-Palmolive
3.9",AREA SALES MANAGER,"₹ 18,45,776"
329,"Colgate-Palmolive
3.9",Senior Technical Analyst,"₹ 14,08,853"
330,"Colgate-Palmolive
3.9",CDO,"₹ 5,61,102"
331,"Honeywell
3.8",Senior Engineer,"₹ 10,29,547"
332,"Honeywell
3.8",Tech Lead,"₹ 16,14,797"
333,"Honeywell
3.8",Senior Software Engineer,"₹ 10,53,301"
334,"Honeywell
3.8",Engineer,"₹ 6,68,415"
335,"Honeywell
3.8",Software Engineer,"₹ 6,95,749"
336,"Novotree Minds Consulting Private Limited
5.0",Senior Consultant,₹145K - ₹158K
337,"upGrad Education Private Limited
3.5",Admissions Counselor,"₹ 6,85,000"
338,"upGrad Education Private Limited
3.5",Content Strategist,"₹ 14,05,379"
339,"upGrad Education Private Limited
3.5",Intern,"₹ 39,277/mo"
340,"upGrad Education Private Limited
3.5",Admission Counselor,"₹ 5,98,221"
341,"upGrad Education Private Limited
3.5",Senior Admissions Counselor,"₹ 8,91,867"
342,"Honeywell
3.8",Senior Engineer,"₹ 10,29,547"
343,"Honeywell
3.8",Tech Lead,"₹ 16,14,797"
344,"Honeywell
3.8",Senior Software Engineer,"₹ 10,53,301"
345,"Honeywell
3.8",Engineer,"₹ 6,68,415"
346,"Honeywell
3.8",Software Engineer,"₹ 6,95,749"
347,"Sanofi
3.7",Scientific Sales Executive,"₹ 3,92,021"
348,"Sanofi
3.7",Medical Sales Representative,"₹ 5,18,153"
349,"Sanofi
3.7",Assistant Manager,"₹ 8,35,241"
350,"Sanofi
3.7",Project Manager,"₹ 15,70,153"
351,"Sanofi
3.7",Product Manager,"₹ 11,78,314"
352,"Tala
3.7",Team Lead,"₹5,016K - ₹5,377K"
353,"Tala
3.7",Senior QA Engineer,₹468K - ₹514K
354,"Tala
3.7",Leadership,"₹5,628K - ₹6,170K"
355,"Amazon
4.2",Software Development Engineer,"₹ 14,77,690"
356,"Amazon
4.2",Software Development Engineer I,"₹ 15,51,897"
357,"Amazon
4.2",Software Development Engineer,"₹ 43,061/mo"
358,"Amazon
4.2",SDE1,"₹ 13,98,718"
359,"Amazon
4.2",Customer Service Associate,"₹ 2,43,027"
360,"Tredence
3.5",Business Analyst,"₹ 6,73,211"
361,"Tredence
3.5",Senior Business Analyst,"₹ 9,49,943"
362,"Tredence
3.5",Business Analyst,"₹ 47,331/mo"
363,"Tredence
3.5",Software Engineer,"₹ 6,99,746"
364,"Tredence
3.5",Associate Manager,"₹ 12,24,879"
365,"Antuit
3.9",Analyst,"₹ 6,18,683"
366,"Antuit
3.9",Senior Analyst,"₹ 8,25,569"
367,"Antuit
3.9",Consultant,"₹ 12,53,487"
368,"Antuit
3.9",Senior Engineer,"₹957K - ₹1,311K"
369,"Antuit
3.9",Data Scientist,"₹714K - ₹1,567K"
370,"Covalense
3.7",Senior Software Engineer,"₹ 15,38,147"
371,"Covalense
3.7",Software Engineer,"₹ 9,70,895"
372,"Covalense
3.7",Technical Lead,"₹1,457K - ₹1,703K"
373,"Covalense
3.7",Project Manager,"₹1,036K - ₹1,134K"
374,"Covalense
3.7",IPC,₹889K - ₹968K
375,"Groupon
3.4",Customer Service Representative,"₹ 3,06,891"
376,"Groupon
3.4",Member Of Technical Staff,"₹ 15,61,847"
377,"Groupon
3.4",Senior Customer Service Representative,"₹ 3,92,431"
378,"Groupon
3.4",Software Development Engineer,"₹ 16,13,973"
379,"Groupon
3.4",Team Leader,"₹ 7,17,541"
380,"Postdot Technologies
4.4",Software Engineer,"₹ 14,00,370"
381,"Postdot Technologies
4.4",Software Developer,"₹ 8,73,415"
382,"Postdot Technologies
4.4",Software Engineer,₹28K - ₹33K
383,"Postdot Technologies
4.4",Software Developer,₹27K - ₹32K
384,"Postdot Technologies
4.4",Data Science,₹29K - ₹33K
385,"Harjai Computers
4.4",Software Engineer,₹25K - ₹30K
386,"Harjai Computers
4.4",Software Developer,₹29K - ₹62K
387,"Harjai Computers
4.4",Technical Recruiter,₹303K - ₹396K
388,"Harjai Computers
4.4",Software Engineer,₹706K - ₹761K
389,"Harjai Computers
4.4",Software Developer,₹472K - ₹508K
390,"TTEC
3.4",Customer Service Representative,"₹ 24,171/mo"
391,"TTEC
3.4",Fraud Analyst,₹19K - ₹24K
392,"TTEC
3.4",Click To Chat Representative,₹24K - ₹26K
393,"TTEC
3.4",Fraud Prevention Analyst,₹26K - ₹30K
394,"TTEC
3.4",Chat Associate,₹24K - ₹26K
395,"MathWorks
4.4",Software Engineer,"₹ 13,25,054"
396,"MathWorks
4.4",Intern,"₹ 29,108/mo"
397,"MathWorks
4.4",Quality Engineer,"₹ 12,57,904"
398,"MathWorks
4.4",Applications Support Engineer,"₹ 10,91,406"
399,"MathWorks
4.4",Senior Software Engineer,"₹ 24,67,825"
400,"Fidelity International
3.7",Programmer Analyst,"₹ 9,68,521"
401,"Fidelity International
3.7",Senior Programmer Analyst,"₹ 12,80,775"
402,"Fidelity International
3.7",Analyst Programmer,"₹ 10,45,972"
403,"Fidelity International
3.7",Graduate Programmer,"₹ 4,84,439"
404,"Fidelity International
3.7",Technical Specialist,"₹ 20,68,335"
405,"REDWOOD ALGORITHMS
4.2",Intern,₹5K - ₹5K
406,"REDWOOD ALGORITHMS
4.2",Data Analyst,₹384K - ₹416K
407,"REDWOOD ALGORITHMS
4.2",Associate Data Scientist,₹145K - ₹156K
408,"REDWOOD ALGORITHMS
4.2",Data Analyst Consultant,₹7K - ₹8K
409,"REDWOOD ALGORITHMS
4.2",Customer Service Representative,"₹ 24,171/mo"
410,"REDWOOD ALGORITHMS
4.2",Fraud Analyst,₹19K - ₹24K
